CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,,,,,,,,
Poway,14969 Pomerado Rd,,CA,US,2020-11-15,around 200,200,,200,,,general protesters,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://timesofsandiego.com/politics/2020/11/14/waterfront-rally-to-support-trump-draws-2000-another-planned-sunday/,https://www.sandiegouniontribune.com/news/politics/story/2020-11-15/trump-supporters-rally-in-poway-claim-that-he-won-election,https://fox5sandiego.com/news/politics/2nd-local-rally-for-trump-follows-similar-demonstrations-around-country/,,,,,,,,,,,,,,,,
Raleigh,Executive Mansion,,NC,US,2020-11-15,about 40,40,,40,,,general protesters,for clemency for prisoners during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.wral.com/rally-pushes-for-gov-cooper-to-use-clemency-powers/19387153/,,,,,,,,,,,,,,,,,,
Rancho Mirage,Rancho Mirage Community Park,,CA,US,2020-11-15,roughly 100,100,,100,,,Trump Brigade,"for President Trump, against election fraud, against Governor Gavin Newsom",2,caravan; rally,0,0,0,0,1,1,,Stop the Steal,,https://www.desertsun.com/story/news/2020/11/15/trump-supporters-plan-rally-rancho-mirage-every-sunday/6306110002/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-11-15,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,,,https://twitter.com/OccupyRKFD/status/1325178435442860033,,,,,,,,,,,,,,,,,,
Saint Louis,Central Michigan Correctional Facility,,MI,US,2020-11-15,,,,,,,Michigan Abolition; Prisoner Solidarity,for awareness of effects of COVID-19 pandemic on prison populations,0,caravan,0,0,0,0,1,1,,,,https://www.wnem.com/news/families-protest-outside-prison-as-covid-19-surges-inside/article_6b4f097e-27a4-11eb-a805-1f41032e0211.html,,,,,,,,,,,,,,,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-11-15,count pic,15,,25,,,general protesters,"for safer streets, for tougher traffic laws",0,rally,0,0,0,0,1,1,,,,https://kstp.com/news/minnesotans-rally-at-capitol-to-advocate-for-road-safety-tougher-traffic-laws/5925455/,,,,,,,,,,,,,,,,,,
San Antonio,Travis Park to the Alamo,,TX,US,2020-11-15,hundreds,200,,200,,,general protesters,"for President Trump, against election fraud",2,rally; march,0,0,0,0,1,1,,Stop the Steal,,https://www.kens5.com/article/news/politics/trump-and-biden-harris-supporters-rally-in-san-antonio-one-week-after-biden-projected-as-president-elect/273-d72f3126-2299-435b-ae30-2e11d4616213,https://www.ksat.com/news/local/2020/11/15/watch-live-president-trump-joe-biden-supporters-hold-separate-rallies-in-san-antonio/,,,,,,,,,,,,,,,,,
San Antonio,Pittman-Sullivan Park,,TX,US,2020-11-15,,,,,,,Bexar County Democratic Party,for Joe Biden,1,caravan,0,0,0,0,0,1,,Ridin' with Biden,,https://www.kens5.com/article/news/politics/trump-and-biden-harris-supporters-rally-in-san-antonio-one-week-after-biden-projected-as-president-elect/273-d72f3126-2299-435b-ae30-2e11d4616213,https://www.ksat.com/news/local/2020/11/15/watch-live-president-trump-joe-biden-supporters-hold-separate-rallies-in-san-antonio/,,,,,,,,,,,,,,,,,
San Francisco,San Francisco Police Officers Association,,CA,US,2020-11-15,FB: 25,25,,25,,,Defund SFPD Now,"against racism, against new city contract with police",1,march,,,,,1,1,,March to Reject the Racist POA Contract,,https://www.facebook.com/events/275547227233018/,,,,,,,,,,,,,,,,,,
Seattle,Counterbalance Park,,WA,US,2020-11-15,,,,,,,general protesters,"against racism, against police violence, for defunding police, in memory of Breonna Taylor and Summer Taylor",1,vigil,,,,,1,1,,,,https://www.instagram.com/p/CHpMxuKJhoh/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-11-15,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Somerset,Somerset County Courthouse,,PA,US,2020-11-15,,,,,,,Republican Party of Somerset County,"for President Trump, against election fraud",2,rally,,,,,1,1,,Stop the Steal,,https://www.dailyamerican.com/news/local/somerset/active/election-protest-planned-in-somerset/article_0744ce24-2609-11eb-8d7f-cb2e62ed22da.html,,,,,,,,,,,,,,,,,,
Sonora,Courthouse Square,,CA,US,2020-11-15,,,,,,,BLM Peaceful Protest Sonora,Black Lives Matter,1,protest,,,,,1,1,,,,https://twitter.com/RNeck161/status/1487921023412748288,https://www.facebook.com/groups/2556412371354428/,https://twitter.com/ActionSonora/status/1308937277695877123,,,,,,,,,,,,,,,,
Southampton,710 Gravel Hill Rd,,PA,US,2020-11-15,,,,,,,Southampton Friends Meeting,"for racial justice, Black Lives Matter",1,vigil,,,,,1,1,,,,https://www.quakersbucks.org/events/southampton-meeting-equality-justice-vigil-hlz9e-rltaa-d85ra-fzf39-zhesh-mlyrb-54t6x-72f8g-rla74,,,,,,,,,,,,,,,,,,
Southbury,Playhouse Corner,,CT,US,2020-11-15,,,,,,,Justice Southbury,"against systemic racism, for equal justice for all",1,rally,,,,,1,1,,,,https://www.rep-am.com/local/localnews/2021/05/30/southbury-social-justice-group-marks-a-year-of-protests/,,,,,,,,,,,,,,,,,,
Springfield Township,Wyndmoor,,PA,US,2020-11-15,count pic,6,,6,,,general protesters,against COVID-related school closures,0,protest,,,,,1,1,,,,https://www.inquirer.com/health/coronavirus/montgomery-county-schools-closed-parents-protest-covid-19-20201115.html,,,,,,,,,,,,,,,,,,
Suttons Bay Township,outside residence of Rep. Jack O'Malley,,MI,US,2020-11-15,count video,15,,25,,,Cosecha Michigan,in support of bill allowing undocumented immigrants to get drivers licenses during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,,,https://upnorthlive.com/news/local/group-rallies-for-drivers-licenses-for-all,,,,,,,,,,,,,,,,,,
Syracuse,Onandaga County Sheriff's Office,,NY,US,2020-11-15,about 20,20,,20,,,Rebirth SYR,"against racism, against police brutality",1,protest,0,0,0,0,1,1,,,,http://dailyorange.com/2020/11/protesters-gather-sheriffs-office-video-surfaces-minors-arrest/,https://spectrumlocalnews.com/nys/central-ny/news/2020/11/16/rebirth-syr-protests-outside-of-police-hq,,,,,,,,,,,,,,,,,
Washington,John Marshall Park,,DC,US,2020-11-15,count video,200,,200,,,Walk Away,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,,,https://twitter.com/BGOnTheScene/status/1328020366208471040,,,,,,,,,,,,,,,,,,
Washington,Black Lives Matter Plaza,,DC,US,2020-11-15,,,,,,,women,"for President Trump, against Black Lives Matter",2,demonstration,0,0,0,1,0,1,20201115-dc-trump,tore down protest signs and art; verbal clashes with counter-protesters,,https://www.washingtonpost.com/local/maga-million-march-washington-violence/2020/11/15/93edc480-2748-11eb-9b14-ad872157ebc9_story.html,,,,,,,,,,,,,,,,,,
Washington,Black Lives Matter Plaza,,DC,US,2020-11-15,,,,,,,general protesters,"against President Trump, against racism",1,counter-protest,0,0,0,0,0,1,20201115-dc-trump,attempted to shield protest signs and art from protesters; verbal clashes with protesters,,https://www.washingtonpost.com/local/maga-million-march-washington-violence/2020/11/15/93edc480-2748-11eb-9b14-ad872157ebc9_story.html,,,,,,,,,,,,,,,,,,
West Palm Beach,Flagler Dr,,FL,US,2020-11-15,nearly a dozen,12,,12,,,general protesters,"for Joe Biden, for love",1,rally,0,0,0,0,1,1,,Make America Love Again,,https://cbs12.com/news/local/biden-supporters-hold-make-love-great-again-rally-in-west-palm-beach,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-11-15,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Yucca Valley,Hwy 62 and Old Woman Springs Rd,,CA,US,2020-11-15,roughly a dozen,12,,12,,,general protesters,"for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Stop the Steal,,https://www.desertsun.com/story/news/2020/11/15/trump-supporters-plan-rally-rancho-mirage-every-sunday/6306110002/,,,,,,,,,,,,,,,,,,
Atlantic City,,,NJ,US,2020-11-16,more than 200,200,,200,,,Atlantic City Education Association,for better safety measures in schools before resuming in-person education during coronavirus pandemic,0,sickout,0,0,0,0,1,1,,,,https://breakingac.com/2020/11/more-than-200-atlantic-city-teachers-staff-call-out/,,,,,,,,,,,,,,,,,,
Baltimore,I-83 bridge in Mount Vernon to Baltimore City Hall,,MD,US,2020-11-16,,,,,,,general protesters,against forced relocation of homeless encampment,0,march,,,,,1,1,,,,https://foxbaltimore.com/news/local/homeless-advocates-march-to-city-hall,,,,,,,,,,,,,,,,,,
Bismarck,North Dakota State Capitol to Governor's Mansion,,ND,US,2020-11-16,about 50,50,,50,,,general protesters,against suspension of winter school sports due to coronavirus pandemic,0,march,0,0,0,0,1,1,,,,https://www.kxnet.com/sports/local-sports/let-them-play-protesters-chant-at-state-capitol-after-winter-activities-suspended/,https://www.kfyrtv.com/2020/11/17/rally-for-winter-sports/,,,,,,,,,,,,,,,,,
Boston,South Shore,,MA,US,2020-11-16,,,,,,,general protesters,"against proposal to end ferry service, for public transit",0,rally,,,,,1,1,,,,https://boston.cbslocal.com/2020/11/16/south-shore-hingham-ferry-mbta-budget-cuts-protest/,,,,,,,,,,,,,,,,,,
Bowling Green,Wooster Green to Bowling Green City School's Administration building,,KY,US,2020-11-16,,,,,,,BG Voice,for students returning to in-person school during coronavirus pandemic,0,march,,,,,1,1,,"""March for a Better Plan""",,http://bgindependentmedia.org/bg-voice-to-hold-march-supporting-students-going-back-to-school/,,,,,,,,,,,,,,,,,,
Bryn Mawr,Bryn Mawr College,,PA,US,2020-11-16,,,,,,,The Core Bryn Mawr Strike Collective; Sisterhood; BACaSO; Mujeres; Zami; Mawrters for Immigrant Justice,"against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,strike; boycott,0,0,0,0,1,1,,,,https://whyy.org/articles/haverford-college-students-end-two-week-strike-after-administrators-insensitive-email/,https://www.insidehighered.com/quicktakes/2020/11/24/student-strike-bryn-mawr-college-ends,,,,,,,,,,,,,,,,,
Cedarville Township,outside home of Governor Mike DeWine,,OH,US,2020-11-16,dozens,24,,24,,,general protesters,"against state mask mandate and revised order on public gatherings during coronavirus surge, against Governor DeWine",2,demonstration,0,0,0,0,1,1,,,,https://www.whio.com/news/dozens-people-protest-outside-gov-dewines-cedarville-home-with-noise-makers/UUJS5MZYIZHBDLORWTGDQ4T72I/,https://dayton247now.com/news/local/protesters-gather-outside-of-dewines-home,https://www.daytondailynews.com/news/protesters-dance-outside-dewines-home-in-response-coronavirus-actions/3NZFTL5NDZALTA7IGLTG4UKT7I/,https://ysnews.com/news/2020/11/protest-held-outside-gov-dewine-home,,,,,,,,,,,,,,,
Dayton,,,OH,US,2020-11-16,,30,,47,,,Ohio Association of Public School Employees Local 627,against cuts to school bus drivers' healthcare benefits during coronavirus pandemic,0,sickout,0,0,0,0,1,1,,,,https://www.daytondailynews.com/news/court-state-board-say-dps-bus-drivers-are-holding-illegal-strike/AT6XNARF2ZC7TDHYK65ZE7JJN4/,,,,,,,,,,,,,,,,,,
Denver,Colorado State Capitol,,CO,US,2020-11-16,about a dozen,12,,12,,,JeffCo Choice for In-Person Learning,for in-person schooling option during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://denver.cbslocal.com/2020/11/16/colorado-remote-learning-children-mental-health/,https://kdvr.com/video/parents-rally-in-front-of-capitol-calling-for-cdc-guideline-use-with-schools/6039698/,,,,,,,,,,,,,,,,,
Elliston,Yellow Finch Ln,,VA,US,2020-11-16,,,,,,,Appalaichans Against Pipelines,"against Mountain Valley Pipeline, against injunction to remove tree-sitting protesters, for environmental protection",1,rally,0,0,0,0,1,1,,,,https://www.wsls.com/news/local/2020/11/17/opponents-of-mountain-valley-pipeline-protest-injunction-regarding-tree-sitters/,,,,,,,,,,,,,,,,,,
Evanston,2145 Sheridan Rd,,IL,US,2020-11-16,about 50,50,,50,,,Northwestern Community Not Cops,"against police brutality, for police accountability, Black Lives Matter",1,rally,0,0,0,0,1,1,,,,https://dailynorthwestern.com/2020/11/17/campus/nucnc-b-burlesque-twerk-in-front-of-tech-protest-nupd/,,,,,,,,,,,,,,,,,,
Framingham,Framingham High School,,MA,US,2020-11-16,count pic,30,,40,,,parents; students,for resuming in-person schooling sooner during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://framinghamsource.com/index.php/2020/11/11/rally-to-support-in-person-education-monday-at-framingham-high/,https://framinghamsource.com/index.php/2020/11/16/photo-of-the-day-parents-students-rally-for-in-person-learning/,https://www.boston25news.com/news/health/dozens-rally-support-in-person-learning-outside-framingham-schools/TU3YM34W7BBV5LT44IOGYTMJ3M/,https://www.metrowestdailynews.com/picture-gallery/news/2020/11/17/students-parents-gather-rally-person-learning-framingham-covid-19-education-remotelearning/6320121002/,,,,,,,,,,,,,,,
Graham,Alamance County Courthouse,,NC,US,2020-11-16,25-30; 30-40,25,,40,,,Alamance Alliance for Justice; Forward Motion; Alamance Power to the People,"for racial equity, for police reform",1,protest,5,0,0,0,1,1,,Alamance Alliance 4 Justice Forward Motion Alamance Power to the People Rally,,https://myfox8.com/news/5-protesters-arrested-after-demonstrations-at-alamance-county-commissioners-meeting-detention-center/,https://www.wfmynews2.com/article/news/crime/protesters-arrested-following-demonstration-at-alamance-county-board-of-commissioners-meeting/83-d24a4ff6-bc84-4173-a57c-4e7ebb54686f,https://alamancenews.com/commissioners-meeting-ends-with-arrests-of-5-protesters/,,,,,,,,,,,,,,,,
Hingham,Hingham Terminal,,MA,US,2020-11-16,,,,,,,general protesters,"against proposed cuts to public transit, for continuation of ferry service",0,rally,0,0,0,0,1,1,,,,https://boston.cbslocal.com/2020/11/16/south-shore-hingham-ferry-mbta-budget-cuts-protest/,,,,,,,,,,,,,,,,,,
Jamestown,,,NY,US,2020-11-16,around 75,75,,75,,,city workers,"against city budget cuts, against cutting healthcare benefits for retired city workers",0,protest,0,0,0,0,1,1,,,,https://www.wivb.com/news/local-news/city-workers-rally-in-jamestown-over-budget/,https://www.erienewsnow.com/story/42924945/former-jamestown-ny-city-employees-protest-over-mayors-budget-plan,,,,,,,,,,,,,,,,,
Lafayette,El Curtola Blvd & Highway 24,,CA,US,2020-11-16,,,,,,,Contra Costa County Patriots,for President Trump,2,demonstration,,,,,1,1,,,,https://www.sfgate.com/news/bayarea/article/Council-To-Ask-State-To-Remove-Highway-Overpass-16006373.php,,,,,,,,,,,,,,,,,,
Lakewood,Lakewood High School,,OH,US,2020-11-16,about 20,20,,20,,,parents; students; former teachers,against return to in-person schooling during surge in coronavirus cases,0,protest,0,0,0,0,1,1,,,,https://www.cleveland19.com/2020/11/16/some-parents-protest-lakewood-school-board-considering-return-in-person-learning-with-surge-covid-cases/,,,,,,,,,,,,,,,,,,
Middletown,"Middletown Township Board of Education, Leonardsville Rd",,NJ,US,2020-11-16,about 50,50,,50,,,students; parents,against cancellation of school sports during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.app.com/story/news/local/red-bank-middletown-area/middletown/2020/11/16/middletown-sports-protest/6308876002/,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-11-16,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1328314625662791681,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-11-16,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1328314625662791681,,,,,,,,,,,,,,,,,,
Providence,"Chase Bank, Thayer St",,RI,US,2020-11-16,,,,,,,Climate Action Rhode Island,"for divestment from fossil fuel companies and investment in renewable energy, for climate action",1,demonstration,0,0,0,0,1,1,,,,https://www.browndailyherald.com/2020/11/16/climate-action-ri-demands-chase-bank-fossil-fuel-divestment-in-latest-protest/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-11-16,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,,,https://twitter.com/OccupyRKFD/status/1325178435442860033,,,,,,,,,,,,,,,,,,
Rosemount,school district office,,MN,US,2020-11-16,80,80,,80,,,general protesters,in support of teacher who read book about racial justice to class,1,rally,0,0,0,0,1,1,,,,https://sahanjournal.com/education/minnesota-george-floyd-book-teacher-qorsho-hassan-police-controversy/,,,,,,,,,,,,,,,,,,
Sacramento,Cesar Chavez Plaza,,CA,US,2020-11-16,,,,,,,general protesters,for appointment of Latinx person to vacant U.S. Senate seat,0,rally,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Salem,Oregon State Capitol,,OR,US,2020-11-16,,,,,,,Open Bend-La Pine Schools,for reopening schools during coronavirus pandemic,0,protest,,,,,1,1,,,,https://www.bendsource.com/bend/parents-protest-school-closure/Content?oid=13591630,,,,,,,,,,,,,,,,,,
San Diego,San Diego County Administration Building,,CA,US,2020-11-16,hundreds,200,,200,,,ReOpen San Diego,"against restrictions on businesses during coronavirus pandemic, against Governor Newsom, for President Trump",2,rally,0,0,0,0,1,1,,We Mean Business,,https://www.nbcsandiego.com/videos/san-diego-business-owners-protest-pandemic-restrictions/2446831/,https://www.10news.com/news/local-news/hundreds-attend-rally-to-reopen-local-businesses,https://fox5sandiego.com/news/local-news/watch-live-desmond-local-businesses-hold-rally-to-protest-virus-restrictions/,,,,,,,,,,,,,,,,
