CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Nashville,Government office building,TN,US,2018-01-09,na,100,,100,,,general protestors,Rallying for healthcare reform,1,,rally,0,0,0,0,1,1,https://www.tennessean.com/story/news/politics/2018/01/09/tennessee-lawmakers-must-make-health-care-top-issue-legislative-session-advocates-say/1017769001/,http://www.dnj.com/story/news/politics/2018/01/09/tennessee-lawmakers-must-make-health-care-top-issue-legislative-session-advocates-say/1017769001/,,,,
New York,The New School,NY,US,2018-01-09,FB: 7,7,,7,,,Environmental Advocates of New York,Protesting inaction toward climate change,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/931319713698601/,,,,,
Olympia,Washington State Capitol,WA,US,2018-01-09,7 indigenous women and their supporters ,7,,8,,,Santee Souix Tribe,Demanding restrictions on Kinder Mountain Trans Mountain Pipeline,0,,rally,0,0,0,0,1,1,http://www.aljazeera.com/news/2018/01/indigenous-women-occupy-capitol-climate-change-180109121751335.html,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2018-01-09,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together, for clean DREAM Act",1,,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/01/07/january-2018-vigil/,,second Tuesday of every month,,
San Antonio,U.S. Sen. Cruz's office,TX,US,2018-01-09,FB: 17,17,,17,,,TX21Indivisible,Protesting Cruz,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/328793817618950,,,,,
Sarasota,Sarasota School District Headquarters,FL,US,2018-01-09,Hundreds,200,,200,,,Sarasota Classified/Teachers Association,,0,,rally,0,0,0,0,1,1,https://www.abcactionnews.com/news/region-sarasota-manatee/sarasota-teachers-to-rally-on-tuesday-for-better-pay,http://www.mysuncoast.com/news/local/sarasota-county-teachers-protest-low-wages-and-low-raises/article_cd0e9682-f5b8-11e7-a2f3-6fcae533681f.html,,,,
Tampa,Gaslight Square Park,FL,US,2018-01-09,FB: 39,39,,39,,,For Florida's Future,Protesting Gov. Rick Scott,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/139119426760424/,,,,,
Vancouver,Port of Vancouver,WA,US,2018-01-09,FB: 14,14,,14,,,Stand Up To Oil,Protesting Vancouver oil terminal,0,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1999754393373780/,,,,,
Vista,1800 Thibodo Rd,CA,US,2018-01-09,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,,demonstration,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,
Vista,1800 Thibodo Rd.,CA,US,2018-01-09,,,,,,,general protesters,for President Trump,2,,counter-protest,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,
Annapolis,Lawyers Mall,MD,US,2018-01-10,FB: 68,68,,68,,,Maryland Clean Energy Jobs Initiaitve,"Rallying for climate justice, against climate change",1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/553228338347266/,,,,,
Ansonia,City Hall,CT,US,2018-01-10,nearly 60,60,,60,,,general protestors,Rallying behind suspendd principal,0,,rally,0,0,0,0,1,1,https://www.ctpost.com/local/article/Residents-rally-to-support-suspended-AHS-principal-12491149.php,,,,,
Boston,City Hall,MA,US,2018-01-10,more than a dozen families,12,,12,,,general protestors,Protesting Trump's decision to end TPS,1,,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2018/01/10/children-tps-holders-plead-for-their-parents-solidarity-rally-city-hall/6h303uhdSY5QkRGQolkl7O/story.html,,,,,
Charleston,State Capitol,WV,US,2018-01-10,FB: 130,130,,130,,,general protestors,Rallying to legalize marijuana,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/101127427352618/,,,,,
Chicago,W. Cermak Rd.,IL,US,2018-01-10,FB: 25,25,,25,,,Indivisible Pilsen,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/380605535724986/,,,,,
Cranford,,NJ,US,2018-01-10,,,,,,,general protestors,Protesting proposal to renovate downtown,0,,protest,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/local/development/2018/01/11/cranford-residents-rally-against-redevelopment-proposal/1024519001/,,,,,
Denver,Statehouse,CO,US,2018-01-10,about 10 ,10,,10,,,general protestors,Protesting sexual assault,1,,protest,0,0,0,0,1,1,https://www.denverpost.com/2018/01/10/colorado-legislature-sexual-harassment-opening-day/,,,,,
Evergreen Park,W. Maple St.,IL,US,2018-01-10,FB: 4,4,,4,,,Indivisible Illinois,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/178631462729225/,,,,,
Lansing,State Capitol,MI,US,2018-01-10,hundreds,200,,200,,,general protestors,Protesting state's prevailing wage laws,0,,protest,0,0,0,0,1,1,http://www.miningjournal.net/news/front-page-news/2018/01/prevailing-wage-protest/,,,,,
Los Angeles,Hall of Justice,CA,US,2018-01-10,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Marquette,U.S. Post Office,MI,US,2018-01-10,about 20,20,,20,,,general protestors,Protesting state's prevailing wage laws,0,,protest,0,0,0,0,1,1,http://www.miningjournal.net/news/front-page-news/2018/01/prevailing-wage-protest/,,,,,
Memphis,Hamilton High School,TN,US,2018-01-10,,,,,,,Students,Protesting state's prevailing wage laws,0,,protest,0,0,0,0,1,1,http://www.fox13memphis.com/top-stories/hamilton-high-students-protest-to-support-principal/681323016,,,,,
Miami,U.S. Sen. Nelson's Office,FL,US,2018-01-10,about a dozen,12,,12,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,,protest,0,0,0,0,1,1,http://miami.cbslocal.com/2018/01/10/local-daca-recipients-protest/,,,,,
National City,School administration meeting,CA,US,2018-01-10,close to 100,100,,100,,,Teachers,Rallying for better contracts,0,,rally,0,0,0,0,1,1,https://www.nbcsandiego.com/news/local/Teachers-in-National-City-Rally-for-Contract-Dispute-with-district-468707013.html,,,,,
Northampton ,Northampton Municipal Building,MA,US,2018-01-10,FB: 54,54,,54,,,Western Massachusetts SURJ - Standing Up for Racial Justice,Rallying against mayor's veto on ordinance banning police cameras in downtown,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1528229327261337/,,,,,
Raleigh,State office building,NC,US,2018-01-10,,,,,,,general protestors,Protesting proposal to change judicial confirmation process,0,,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/state-politics/article193988424.html,,,,,
San Francisco,Burton Federal Building,CA,US,2018-01-10,,,,,,,No Coal in Oakland,Protesting use of coal,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1903703666611648/,,,,,
Tacoma,Tacoma Ave S.,WA,US,2018-01-10,FB: 14,14,,14,,,350 Tacoma,Rallying behind people arrested for protesting climate inaction,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/185553895514516/,,,,,
Washington,Impact Hub DC,DC,US,2018-01-10,FB: 41,41,,41,,,Justice for Muslims Coalition,"Protesting Guantanamo Bay, torture",0,,protest,0,0,0,0,1,1,https://www.facebook.com/events/164676994049967/,,,,,
Washington,US Supreme Court,DC,US,2018-01-10,FB: 143,143,,143,,,Why Courts Matter; Common Cause,Rallying for voting rights,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1801181473508150/,,,,,
Abbeville,Magdalen Square,LA,US,2018-01-11,some 250 to 300,250,,300,,,Vermilion Association of Educators,Rallying in support of arrested teacher Deyshia; protesting pay raise for Vermilion Superintendent,0,,rally; protest,0,0,0,0,1,1,http://www.wwltv.com/news/nation-now/hundreds-rally-for-louisiana-teacher-arrested-at-school-board-meeting/507401895,http://www.kplctv.com/story/37250109/community-rallies-for-arrested-vermilion-parish-teacher,http://www.kvue.com/news/nation-now/hundreds-rally-for-louisiana-teacher-arrested-at-school-board-meeting/507419634,,,
Annapolis,Lawyers Mall,MD,US,2018-01-11,FB: 57,57,,57,,,Working Matters,Rallying for better earned sick leave,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/368149460276494/,,,,,
Annapolis,Statehouse,MD,US,2018-01-11,FB: 12,12,,12,,,Maryland Climate Coalition,Protesting EPA Chief Pruitt,1,,protest,0,0,0,0,0,1,https://www.facebook.com/events/2006748266231620/,,,,,
Boston,Federal Courthouse,MA,US,2018-01-11,,,,,,,MA Patient Advocacy Alliance,Protesting Sessions' plan to crack down on legalized marijuana,1,,protest,0,0,0,0,1,1,https://www.necn.com/news/politics/Pot-Advocates-Organize-Stay-Away-From-Our-Medicine-Rally-in-Boston-468811643.html,,,,,
Catskill,Main St.,NY,US,2018-01-11,,27,,27,,,general protestors,March for Peace,0,,rally,0,0,0,0,1,1,https://www.hudsonvalley360.com/article/annual-march-peace-commences-catskill,https://www.hudsonvalley360.com/article/annual-march-peace-commences-catskill,,,,
Des Moines,Iowa State Capitol Rotunda,IA,US,2018-01-11,FB: 4,4,,4,,,Iowa Pro-Life Fellowship,Meeting to discuss pro-life policy with Iowa elected officials; prayer service,0,,protest,0,0,0,0,1,1,http://www.iowartl.org/2017/12/http-www-iowartl-org-wp-content-uploads-2017-12-iowa-prayer-for-life-flyer-01-2018fixed-pdf/,,,,,
Elizabeth,The Snyder Academy,NJ,US,2018-01-11,FB: 61; hundreds,61,,200,,,general protestors,Rallying in support of the NJ Safe & Responsible Driver Act,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1392913257486664/,http://newjersey.news12.com/story/37249964/hundreds-attend-rally-in-support-of-drivers-license-bill,,,,
Haverford,Haverford CREC,PA,US,2018-01-11,FB: 118,118,,118,,,Turn PA Blue,"Protesting GOP, rallying to turn PA into a blue state",1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1517054411696547/,,,,,
Honolulu,State Capitol,HI,US,2018-01-11,hundreds;,200,,200,,,General Protestors,Bring awareness to slavery,0,,march,0,0,0,0,1,1,http://www.kitv.com/story/37249950/hundreds-marched-at-the-state-capitol-to-end-human-trafficking-in-hawaii,,,,,
Live Oak,Suwannee Correctional Facility,FL,US,2018-01-11,FB: 11,11,,11,,,Campaign to Fight Toxic Prisons,Rally in solidarity with Justin Curtis,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/128516891034764,,,,,
Los Angeles,Los Angeles Federal Building,CA,US,2018-01-11,FB: 24,24,,24,,,CODEPINK: Women For Peace,Protest to Close  Guantanamo,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/524329291257361/,,,,,
Marietta,Golden Corral,GA,US,2018-01-11,FB: 32,32,,32,,,Cobb Democratic Women: Planned Parenthood,Dinner meeting to hear about Planned Parenthood's plans to protect women's rights,0,,dinner; event,0,0,0,0,1,1,https://www.facebook.com/events/1942277609369635/,,,,,
Maryville,Everett Recreation Center,TN,US,2018-01-11,FB: 12,12,,12,,,Scott Wilson congressional campaign,Campaign rally,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/317277425457815/,,,,,
New York,Javits Federal Building,NY,US,2018-01-11,hundreds; over 500,200,,500,,,general protestors,Protesting arrest of immigrant rights actvist,1,,protest,18,0,0,0,1,1,http://www.nydailynews.com/new-york/manhattan/ice-detains-immigrant-rights-leader-sparking-massive-protest-article-1.3751320,https://www.amny.com/news/ravi-ragbir-detained-ice-1.16117103,http://poststar.com/news/state-and-regional/nyc-to-review-police-response-at-immigration-protest/article_47021cb0-16d7-56f9-b3cf-90d52cd8ddd7.html,,,
Philadelphia,City Hall,PA,US,2018-01-11,FB: 17,17,,17,,,Moms Clean Air Force,Protesting Trump's proposal to cancel clean water plan,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/311792445997967/,,,,,
Salem,State Capitol,OR,US,2018-01-11,FB: 249,249,,249,,,NO LNG Exports,Protesting climate change policy; rallying for stronger approach,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/260155527849958/,,,,,
Tallahassee,Statehouse,FL,US,2018-01-11,about a hundred,100,,100,,,general protestors,Protesting bill outlying sanctuary cities,1,,protest,0,0,0,0,1,1,http://www.tampabay.com/florida-politics/buzz/2018/01/11/immigrant-rights-advocates-protest-as-house-takes-up-sanctuary-cities-bill/,,,,,
Tempe,Arizona State University,AZ,US,2018-01-11,around 75,75,,75,,,general protestors,Rallying in support of Iranian protestors,2,,rally,0,0,0,0,1,1,http://www.statepress.com/article/2018/01/spcampus-iran-protests-on-campus,,,,,
Washington,Lafayette Square,DC,US,2018-01-11,FB: 155,155,,155,,,Justice for Muslims Coalition,"Protesting Guantanamo Bay, torture",0,,protest,0,0,0,0,1,1,https://www.facebook.com/events/2437676149790193/,http://www.xinhuanet.com/english/2018-01/12/c_136889221.htm,,,,
Albany,Statehouse,NY,US,2018-01-12,,,,,,,general protestors; Hoosick Fall's Residents; Enviormental protection advocates,Protesting lack of clean water,0,,protest,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/Residents-of-an-upstate-New-York-village-whose-water-supply-has-been-contaminated-plan-to-hold-a-demonstration-in-Albany-to-call-for-a-new-source-of-clean-drinking-water/id-0e1211cfb2314adab497a4bdb9fd2327,http://poststar.com/news/local/hoosick-falls-residents-with-tainted-water-supplies-plan-statehouse-rally/article_054592c7-6c1e-580c-ad2b-abb00e11d312.html,http://www.troyrecord.com/general-news/20180112/hoosick-falls-residents-protest-at-capitol-for-new-drinking-water-source,,,
Allentown,Resurrection Center,PA,US,2018-01-12,,,,,,,The The Road,Protesting Trump's decision to end DACA; rallying for immigrants,1,,rally,0,0,0,0,1,1,http://www.mcall.com/news/breaking/mc-nws-pa-daca-town-hall-20180111-story.html,http://www.readingeagle.com/news/article/gov-tom-wolf-speaks-at-allentown-rally-for-dreamers,,,,
Charlotte,Pastoral Center,NC,US,2018-01-12,FB: 3,3,,3,,,March for Life Charlotte,Protesting abortion,2,,march; mass,0,0,0,0,1,1,http://www.marchforlifecharlotte.org/index.html,,https://www.facebook.com/events/129052054478667/,,,
Crescent City,downtown,CA,US,2018-01-12,,,,,,,Uncharted Shores Academy,Honoring MLK March for Peace,0,,march,0,0,0,0,1,1,http://www.triplicate.com/news/5922837-151/students-take-message-of-peace-downtown,,,,,
Duluth,Wells Fargo,MN,US,2018-01-12,,3,,3,,,general protestors,Protesting enbridge pipeline,0,,protest,3,0,0,0,1,1,http://www.thedickinsonpress.com/news/4387292-enbridge-line-3-protesters-block-entrances-wells-fargo-downtown-duluth,http://www.thedickinsonpress.com/news/4387292-enbridge-line-3-protesters-block-entrances-wells-fargo-downtown-duluth,,,,
Hartford,Governor's Mansion,CT,US,2018-01-12,NA,1,,1,,,Governor Malloy,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,https://www.theblaze.com/news/2018/01/14/connecticut-governor-flies-haitian-flag-over-his-residence-to-protest-trump,,,,,
Miami,Little Haiti,FL,US,2018-01-12,hundreds,200,,200,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation/2018/01/12/south-florida-fights-back-against-trump-comments/1028967001/,https://www.tcpalm.com/story/news/nation/2018/01/12/south-florida-fights-back-against-trump-comments/1028967001/,,,,
Newtown,Langhorne Newtown Rd.,PA,US,2018-01-12,FB: 7,7,,7,,,Fridayswithfitzpatrick,Protesting treatent toward Puerto Ricans,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/190329604880456/,,,,,
Olympia,Washington State Capitol,WA,US,2018-01-12,Around 100,100,,100,,,General Protesters,Protesting legislation on gun ownership,2,,Rally,0,0,0,0,1,1,http://www.king5.com/article/news/politics/gun-owners-bring-weapons-concerns-to-olympia-rally/281-507621771,,http://www.chronline.com/gun-rights-activists-call-for-a-halt-to-five-firearm/article_c7bb7b5c-f822-11e7-80ca-ff51e2dfb5d1.html,,,
Richmond,E. Main Street,VA,US,2018-01-12,FB: 20,20,,20,,,Network NoVA-VCET,Holding Elected officials accountable,0,,March,0,0,0,0,1,1,https://www.facebook.com/events/909269092559963/,,,,,
West Chester,Offices of Rep. Ryan Costello,PA,US,2018-01-12,FB: 4,4,,4,,,Concerned Constituent Action Group,Rally in support of the First Amendment,1,,Rally,0,0,0,0,1,1,https://www.facebook.com/events/317768625373632/,,,,,
Westland,Police department,MI,US,2018-01-12,,,,,,,general protestors,Protesting death of man who was in police custody,0,,protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/man-arrested-for-alleged-drug-possession-dies-after-4-hours-in-westland-jail-officials-say_,https://www.clickondetroit.com/news/man-arrested-for-alleged-drug-possession-dies-after-4-hours-in-westland-jail-officials-say_,,,,
Augusta,Maine State Capitol,ME,US,2018-01-13,,,,,,,Maine Right to Life,Protesting abortion,0,,March; rally,,,,,1,1,https://docs.wixstatic.com/ugd/c955a4_4e24c9c8347b453fa51204fadac80270.pdf,,,,,
Birmingham,Brother Bryan Park,AL,US,2018-01-13,,,,,,,United for Life Foundation,Protesting abortion,2,,March; rally,,,,,1,1,http://www.birminghammarchforlife.com/,,,,,
Casa Grande,Peart Park,AZ,US,2018-01-13,,,,,,,Casa Grande Life Walk,Protesting abortion,2,,March,,,,,1,1,http://www.casagrandelifewalk.com/,,https://www.facebook.com/Casa-Grande-Life-Walk-173388062703599/,,,
Cheyenne,Historic Cheyenne Depot,WY,US,2018-01-13,,,,,,,Right to Life of Laramie County,Protesting abortion,2,,March,,,,,1,1,http://www.prolifecheyenne.com/events.asp,,,,,
Cleveland,Benedictine High School,OH,US,2018-01-13,FB: 31,31,,31,,,Cleveland Right to Life; Northeast Ohio Value Voters; Lake County Right to Life; Cleveland Prays,Protesting abortion,2,,March,0,0,0,0,1,1,http://www.clevelandrighttolife.org/M4Life18.html,,https://www.facebook.com/events/2046766118926932/,,,
Concord,Equality Health Center,NH,US,2018-01-13,FB: 47,47,,47,,,Equality Health Center,Rallying for reproductive rights,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1510517635722774/,http://www.concordmonitor.com/Dueling-sides-of-the-abortion-debate-demonstrate-in-downtown-Concord-14864626,,,,
Concord,Main St.,NH,US,2018-01-13,NA,333,,33,,,NH Right to Life,Protesting abortion,2,,protest,0,0,0,0,1,1,http://www.concordmonitor.com/Dueling-sides-of-the-abortion-debate-demonstrate-in-downtown-Concord-14864626,,,,,
