CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc
Columbia,University of Missouri ’s Middlebush Hall Auditorium,MO,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://www.columbiatribune.com/news/20170429/columbia-groups-rally-in-solidarity-with-climate-march,,,,
Concord,state house lawn,NH,US,2017-04-29,about 150,150,150,150,165,135,general protestors,in support of Gerald DeLemus; pro-Trump,2,protest,0,0,0,0,1,1,http://www.unionleader.com//Supporters-of-rancher-ally-DeLemus-rally-in-Concord,,,,
Cornelius,Exit on the highway,NC,US,2017-04-29,,,,,,,general protestors,protesting installing of new tolls,0,protest,0,0,0,0,1,1,http://www.wcnc.com/news/politics/protesters-again-call-for-end-in-i-77-toll-project/435131387,,,,
Davenport,Modern Woodmen Park,IA,US,2017-04-29,about 300,300,300,300,330,270,Eagle View Group [local chapter of the Sierra Club],People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://www.kcrg.com/content/news/Sierra-Club-holds-climate-change-rally-in-Cedar-Rapids-420831504.html,http://www.qconline.com/news/local/quad-cities-environmental-group-hosts-climate-change-rally/article_bb2f2639-dc62-5454-8bc6-c9a0f3d02c35.html,,,
Delhi,Courthouse Square,NY,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,rally,,,,,1,1,http://www.thedailystar.com/news/local_news/local-events-to-coincide-with-d-c-climate-rally/article_3f3de436-5025-5554-b019-1a5a2b363288.html,,,,
Denver,in Civic Center Park across from Denver's city hall,CO,US,2017-04-29,several hundred; a few thousand,300,1515,3000,330,2700,general protestors,People's Climate March; support addressing climate change,1,march; rally ,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/04/29/several-hundred-join-climate-march-denver-spring-snow/307970001/,http://www.denverpost.com/2017/04/29/marchers-for-climate-change-unfazed-by-snowy-weather-in-denver-on-saturday/,,,
Des Moines,Capitol,IA,US,2017-04-29,about 200,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,rally; march,0,0,0,0,1,1,http://www.desmoinesregister.com/story/opinion/readers/2017/04/28/join-peoples-climate-march-rally-saturday/307685001/,http://www.desmoinesregister.com/story/news/2017/04/29/clean-energy-key-earth-survival-marchers-say-state-capitol/307972001/,,,
Detroit,"Charles H. Wright Museum of African American History, 315 E. Warren Ave",MI,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march,,,,,1,1,http://www.mlive.com/news/detroit/index.ssf/2017/04/climate_march.html,,,,
Driggs,courthouse to the Driggs city park.,ID,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march,,,,,1,1,http://www.tetonvalleynews.net/news/goal-of-teton-valley-climate-march-is-unity/article_bb3271be-25f6-11e7-9cc6-a717da9288fc.html,,,,
Duluth,Leif Erikson Park to Lake Place Park,MN,US,2017-04-29,several hundred,300,300,300,330,270,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.duluthnewstribune.com/news/4259103-march-duluths-lakewalk-aims-put-focus-climate,,,,
Durango,"on Main Avenue, from the Durango & Silverton Narrow Gauge Railroad depot to Buckley Park.",CO,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march; rally ,,,,,1,1,https://durangoherald.com/articles/154417,,,,
Dutch Harbor,,AK,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march,,,,,1,1,http://www.reuters.com/article/us-usa-trump-protest-idUSKBN17V0B7,,,,
El Paso,US/Mexican border,TX,US,2017-04-29,,,,,,,Upsetting Rape Culture,Protesting how U.S. immigration policy results in high rates of sexual abuse for immigrants,0,protest,0,0,0,0,1,1,http://www.elpasoproud.com/news/anti-violence-advocates-display-quilts-in-protest-of-trump/701964212,,,,
El Paso,,TX,US,2017-04-29,,,,,,,Mexicanos en Exilio; Caravan Against Fear,for release of jailed Mexican reporter,1,protest,,,,,0,1,http://www.elpasoproud.com/news/to-protest-unjust-detention-of-mexican-reporter/701924164,,,,
Erie,East Avenue Boat Ramp to Wayne Park ,PA,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march; rally,,,,,1,1,https://www.facebook.com/events/1292273310852760/,,,,
Eugene,outside the federal courthouse in downtown,OR,US,2017-04-29,hundreds,200,200,200,220,180,350 Eugene,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://registerguard.com/rg/news/local/35533288-75/hundreds-in-eugene-take-stand-against-trump-environmental-policies-at-peoples-climate-march.html.csp,,,,
Flagler Beach,Veteran's Park,FL,US,2017-04-29,eyewitness,300,,350,,,Coquina Coast Progressive Caucus,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,online submission,,,,
Florence,Lauderdale County Courthouse,AL,US,2017-04-29,,,,,,,The Shoals Environmental Alliance and Indivisible Northwest Alabama,People's Climate March; support addressing climate change,1,march,0,0,0,0,1,1,http://www.timesdaily.com/gallery/environmental-march/collection_93c43645-9646-530d-9908-1667724757c6.html,,,,
Fort Lauderdale,"marched about a mile from George English Park, just west of the Intracoastal Waterway, to the beach and then back",FL,US,2017-04-29,hundreds,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.sun-sentinel.com/local/broward/fl-reg-climate-change-rally-20170429-story.html,,,,
Friday Harbor,downtown,WA,US,2017-04-29,more than 300,300,300,300,330,270,Salish Sea Stands Against Kinder Morgan; Friends of the San Juans,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://sanjuanislander.com/news-articles/environment-science-whales/environment/24710/climate-mobilization-march-flows-through-friday-harbor,,,,
Grand Rapids,downtown,MI,US,2017-04-29,more than 200,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,march,0,0,0,0,1,1,http://www.wzzm13.com/news/more-than-200-rally-for-local-peoples-climate-march/435222765,,,,
Greenfield,Energy Park,MA,US,2017-04-29,approx 500,500,500,500,550,450,general protestors,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://nepr.net/post/national-local-protests-against-trump-climate-agenda#stream/0,http://www.recorder.com/Hundreds-gather-for-People-s-Climate-Movement--sister-rally--9581364,,,
Hackensack,"Bergen County Courthouse, 10 Main St",NJ,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,,,,,,1,1,http://www.nj.com/politics/index.ssf/2017/04/climate_change_march_heres_how_to_participate.html,,,,
Harrisburg,Pennsylvania Farm Show Complex,PA,US,2017-04-29,"nearly filled Harrisburg's 7,000 seat Farm Show Arena",7000,7000,7000,7700,6300,POTUS; White House,President Trump rally,2,rally,0,0,0,0,1,1,http://www.post-gazette.com/news/politics-nation/2017/04/29/Donald-Trump-Harrisburg-rally-100-days-border-wall-Obamacare/stories/201704300272,http://www.delawareonline.com/story/news/2017/04/29/trump-100-days-harrisburg/101073738/,,,feat. President Trump
Harrisburg,softball field across from Pennsylvania Farm Show Complex ,PA,US,2017-04-29,about 100,100,100,100,110,90,PA Democratic Party,anti-Trump,1,counter-protest,0,0,0,0,0,1,http://www.pennlive.com/news/2017/04/love_trumps_hate_protestors_ra.html,,,,
Harrisburg,,PA,US,2017-04-29,,,,,,,general protestors,anti-Trump,1,protest,0,0,0,0,0,1,http://www.delawareonline.com/story/news/2017/04/29/trump-100-days-harrisburg/101073738/,,,,
Hartford,Capitol,CT,US,2017-04-29,thousands,2000,2000,2000,2200,1800,general protestors; union,pro-immigration; anti-Trump,1,rally; march,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-immigration-rally-here-to-stay-20170429-story.html#nt=oft12aH-1gp2,,,,
Hartford,,CT,US,2017-04-29,hundreds,200,200,200,220,180,politicans; general protestors,immigrants rights rally,1,rally,0,0,0,0,1,1,http://www.nbcconnecticut.com/news/local/Hundreds-Take-to-Connecticut-Streets-for-May-Day-Protest-420958803.html,,,,
Highland,Main Square Park,IL,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,rally,,,,,1,1,http://www.chestertontribune.com/Environment/nwi_peoples_climate_march_in_hig.htm,,,,
Honolulu,Kalakaua Statue to Gandhi Statue in Waikiki,HI,US,2017-04-29,thousands,2000,2000,2000,2200,1800,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.kitv.com/story/35286112/thousands-in-hawaii-join-worldwide-peoples-climate-march,,,,
Houston,East End; near the community center in Clinton Park,TX,US,2017-04-29,hundreds,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://www.houstonchronicle.com/news/article/Hundreds-in-east-Houston-rally-for-environment-11109265.php,,,,
Huntington,Heritage Station,WV,US,2017-04-29,more than 150,150,150,150,165,135,Ohio Valley Environmental Coalition; Organizing for Action; West Virginia Citizens Climate Lobby; Marshall University Native American Student Organization,People's Climate March; support addressing climate change,1,march,0,0,0,0,1,1,http://www.herald-dispatch.com/news/local-national-marches-protest-environmental-policies/article_5e15a902-c8e8-5389-ab2b-98e9b2186227.html,,,,
Indianapolis,Roberts Park United Methodist Church; march to VegFest,IN,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,rally; march,,,,,1,1,http://www.indystar.com/picture-gallery/news/2017/04/29/peoples-climate-march-in-indiana/101071390/,,,,
Islip,outside federal courthouse,NY,US,2017-04-29,about 100,100,100,100,110,90,general protestors,Protesting US Attorney General Session's visit,1,protest,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/about-100-protest-attorney-general-jeff-sessions-visit-1.13536549,,,,
Kailua-Kona,marching a loop in the downtown Kailua-Kona area; held at Hale Halawai,HI,US,2017-04-29,hundreds,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://westhawaiitoday.com/news/local-news/sending-message-hundreds-turn-out-people-s-climate-march-kailua-kona,,,,
Kalamazoo,Bronson Park,MI,US,2017-04-29,hundreds,200,200,200,220,180,Michigan League of Conservation Voters,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://wwmt.com/news/local/hundreds-participate-in-the-peoples-climate-march-held-in-kalamazoo,,,,
Keene,"Main Street, up to Central Square",NH,US,2017-04-29,hundreds; about 600,200,380,600,220,540,Monadnock Progressive Alliance; Keene’s Cities for Climate Protection Committee,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://nepr.net/post/national-local-protests-against-trump-climate-agenda#stream/0,http://www.sentinelsource.com/news/local/climate-activists-march-on-central-keene/article_614052f9-8c42-51fe-ba82-560c6107028c.html,,,
Knoxville,Cradle of Country Music Park at the intersection of Summit Hill Drive and Gay Street t,TN,US,2017-04-29,estimated 350,350,350,350,385,315,general protestors,People's Climate March; support addressing climate change,1,rally; march,0,0,0,0,1,1,https://accountsolution.gcion.com/redirect/?returnSessionKey=true&returnAutoLogin=true&redirectURL=http%3A%2F%2Fwww.knoxnews.com%2Fstory%2Fnews%2Flocal%2F2017%2F04%2F29%2Fhundreds-join-knoxville-climate-march%2F100936678%2F%3Ffrom%3Dglobal,,,,
Leonia,"Leonia Middle School, 500 Broad Ave",NJ,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,,,,,,1,1,http://www.nj.com/politics/index.ssf/2017/04/climate_change_march_heres_how_to_participate.html,,,,
Lincoln,"started at the University of Nebraska-Lincoln's Student Union, marched to the Capitol, and then proceeded to Bourbon Theatre, where they rallied",NE,US,2017-04-29,more than 350,350,350,350,385,315,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.omaha.com/news/nebraska/hundreds-gather-in-lincoln-for-climate-march/article_62566122-2d0d-11e7-86df-bf4b7d6a13ae.html,http://www.1011now.com/content/news/Peoples-Climate-March--420825853.html,,,
Los Angeles,Streets of South LA,CA,US,2017-04-29,hundreds,200,200,200,220,180,general protestors,rally marking 25th anniversary of LA riots,0,march; rally ,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-riots-rally-marches-20170428-story.html,,,,
Los Angeles,"Wilmington; march to the nearby Tesoro Refinery, 1331 Eubank Avenue",CA,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,march; rally,,,,,1,1,http://www.citywatchla.com/index.php/los-angeles/13111-la-s-climate-change-march-is-saturday-in-wilmington-keep-la-s-skies-blue-be-there,,,,
Manatee,roundabout at 53rd Avenue West and 75th Street West,FL,US,2017-04-29,more than 100,100,100,100,110,90,general protestors,"opposition to Aqua by the Bay, a development; economy",0,protest,0,0,0,0,1,1,http://www.bradenton.com/news/local/article147621349.html,,,,
Maplewood,Springfield Avenue to Maplecrest Park,NJ,US,2017-04-29,approx 150,150,150,150,165,135,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2017/04/peoples_climate_march_maplewood_100th_day_of_trump.html,,,,
Marquette,Washington Street to Marquette Commons,MI,US,2017-04-29,more than 300,300,300,300,330,270,general protestors,People's Climate March; support addressing climate change,1,march,0,0,0,0,1,1,http://www.uppermichiganssource.com/content/news/Climate-Change-enthusiasts-rally-in-Marquette-420829643.html,,,,
Medford,marched to Senator Ron Wyden's and Representative Greg Walden's Office in Medford and back to Pear Blossom Park,OR,US,2017-04-29,between 1200 and 1300,1200,1245,1300,1320,1170,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://ktvl.com/news/local/coinciding-with-president-trumps-100th-day-over-1200-join-in-peoples-climate-march,,,,
Media,outside the Delaware County Courthouse,PA,US,2017-04-29,about 3 dozen,36,36,36,40,32,general protestors,anti-Trump; pro-resistance,1,protest,0,0,0,0,1,1,http://www.delcotimes.com/general-news/20170429/protesters-rally-at-courthouse-in-media-to-keep-heat-on-meehan-mark-trumps-first-100-days,,,,
Medina,Public Square,OH,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,,,,,,1,1,http://www.cleveland.com/weather/blog/index.ssf/2017/04/peoples_climate_march_planned.html,,,,
Memphis,National Civil Rights Museum,TN,US,2017-04-29,,,,,,,general protestors,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://www.localmemphis.com/news/local-news/climate-change-march-aims-to-raise-awareness/702143251,,,,
Miami,began at Jose Marti Park ,FL,US,2017-04-29,hundreds,200,200,200,220,180,general protestors,People's Climate March; support addressing climate change,1,march; rally,0,0,0,0,1,1,http://www.miamiherald.com/news/local/environment/article147611589.html,,,,
Montpelier,statehouse,VT,US,2017-04-29,about 3000,3000,3000,3000,3300,2700,general protestors,People's Climate March; support addressing climate change,1,rally,0,0,0,0,1,1,http://www.nydailynews.com/newswires/news/national/latest-thousands-texas-join-rallies-climate-article-1.3117454,,,,
Nevada City,,CA,US,2017-04-29,over 100,100,100,100,110,90,general protestors,People's Climate March; support addressing climate change,1,protest,0,0,0,0,1,1,https://www.facebook.com/NevadaCountyClimateChangeCoalition/,,,,
New Milford,Town Green,CT,US,2017-04-29,,,,,,,Western Connecticut Citizen Action Group,People's Climate March; support addressing climate change,1,march; rally ,,,,,1,1,http://www.newmilfordspectrum.com/news/article/New-Milford-to-host-climate-march-11101864.php,,,,
