CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,
University Park,Allen Street Gates at Penn State University,PA,US,2018-06-25,about 20,20,,20,,,general protestors,Calling for justice for Antwon Rose; protesting police violence against people of color,1,protest,0,0,0,0,1,1,https://www.centredaily.com/news/local/community/state-college/article213810614.html,https://www.centredaily.com/news/local/community/state-college/article213729399.html,,,,,,
Washington,CityCenterDC apartment building,DC,US,2018-06-25,about 20,20,,20,,,general protestors,Protesting against Stephen Miller; Zero Tolerance immigration policy,1,march;protest,,,,,1,1,https://www.usatoday.com/story/news/politics/onpolitics/2018/06/25/stephen-millers-apartment-building-target-immigration-protest/733162002/,,,,,,,
West Columbia,Airport High School gym,SC,US,2018-06-25,more than 2000,2000,,2000,,,Republicans; Trump supporters,Rally for Trump re-election and Republican candidates,2,rally,0,0,0,0,1,1,https://www.greenvilleonline.com/story/news/politics/elections/2018/06/25/live-updates-president-trump-visits-south-carolina/730571002/,,,feat. President Trump,,,,
Youngstown,Northeast Ohio Correctional Center,OH,US,2018-06-25,na,50,,50,,,general protestors,against jailing and separating immigrant children from their families; ,1,protest; vigil,0,0,0,0,1,1,http://www.vindy.com/news/2018/jun/26/-protest-immigration-policies-at-private/,,,,,,,
Altamonte Springs,Outside office of Rep. Bob Cortes,FL,US,2018-06-26,,,,,,,general protestors,Calling for state emergency funding to be used to provide long term housing to Hurricane Maria displaced persons,0,rally,0,0,0,0,1,1,http://www.wmfe.org/after-rally-outside-his-office-rep-bob-cortes-says-hes-asked-florida-housing-finance-corporation-for-emergency-funds/88503,,,,,,,
Anaheim,Little Arabia,CA,US,2018-06-26,FB: 99,99,,99,,,CAIR; Activate Labs; Arab American Civic Council; MPower Change,Rally for Muslim Americans,1,rally,,,,,1,1,https://www.facebook.com/events/625109947842135/,,,Day of Action,,,,
Atlanta,State Capitol building,GA,US,2018-06-26,na,1,,1,,,general protestor,Protesting the Department of Veterans Affairs,0,self-immolation protest,0,1,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/news/394179-disgruntled-veteran-sets-himself-on-fire-outside-georgia,http://www.foxnews.com/us/2018/07/03/veteran-who-set-himself-on-fire-to-protest-va-treatment-has-died.html,,Protestor later died of his injuries,,,,
Beloit,,WI,US,2018-06-26,,,,,,,general protestors,Protesting board decision to seek an outside interim superintendent over current interim superintendent Darrell Williams,0,rally,0,0,0,0,1,1,http://www.beloitdailynews.com/front_page_slider/20180627/citizens_protest_board_plan_to_replace_williams,,,,,,,
Billings,County courthouse lawn,MT,US,2018-06-26,almost 60,60,,60,,,general protestors,Protesting Trump administration funding cut to organizations that provide abortions or referrals,1,rally,0,0,0,0,1,1,https://billingsgazette.com/news/local/crowd-rallies-against-proposal-to-deny-funding-to-clinics-that/article_d0080b5d-876d-588d-84a9-3dc66dfd83b2.html,,,,,,,
Brattleboro,Brattleboro Common,VT,US,2018-06-26,about 100,100,,100,,,retreat employees,protesting policy changes that violate labor contract,0,protest,0,0,0,0,1,1,"https://www.reformer.com/stories/retreat-employees-protest-schedule-changes,543264",,,,,,,
Concord,Parkside Dr,CA,US,2018-06-26,,,,,,,East Bay for Everyone,against new US detention camp; Protesting the separation of immigrant families,1,protest,,,,,1,1,https://twitter.com/_Kelly_Flores_/status/1011652034624307200,,,,,,,
Concord,,NH,US,2018-06-26,FB: 2,2,,2,,,general protestors,against male circumcision,0,protest,,,,,1,1,https://www.facebook.com/events/1973869462931622/,,,,,,,
Detroit,Campus Martius,MI,US,2018-06-26,more than 100,100,,100,,,general protestors,Protesting Supreme Court decision on Muslim Travel Ban,1,protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/2018/06/27/protest-travel-ban-detroit/735982002/,,,,,,,
El Paso,El Paso County Courthouse,TX,US,2018-06-26,hundreds,200,,200,,,The American Federation of Teachers; general protestors,against family separation of immigrants; against construction of a tent city in Tornillo,1,rally; protest,0,0,0,0,1,1,https://www.ktsm.com/news/local/el-paso-news/american-federation-of-teachers-hold-rally-against-family-separations/1264499635,https://www.kvia.com/news/border/american-federation-of-teachers-protest-damage-of-family-separation/759268374,,,,,,
Fort Collins,Old Town Square,CO,US,2018-06-26,hundreds,200,,200,,,general protestors,against jailing and separating immigrant children from their families; against zero-tolerance policies,1,protest,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2018/06/26/fort-collins-families-belong-together-immigration-rally-draws-hundreds/735950002/,,,,,,,
Helena,outside of the State Capitol Building,MT,US,2018-06-26,na,23,,23,,,general protestors,rally in support of bill to limit mine pollution,0,rally,0,0,0,0,1,1,https://helenair.com/news/government-and-politics/supporters-of-initiative-to-limit-mine-pollution-rally-at-capitol/article_cc8ac007-c0bd-531d-8d76-a06c8e61adbd.html,,,Partial count estimated from picture in article,,,,
Islip,Presbyterian Church of Islip to Town Hall,NY,US,2018-06-26,na,40,,40,,,Presbyterian Church,against jailing and separating immigrant children from their families; against zero-tolerance policies,1,rally; march,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/islip-presbyterian-immigration-march-church-1.19442451,,,Partial count estimated from video in article,,,,
Jacksonville,City Hall,FL,US,2018-06-26,FB: 35,35,,35,,,Jacksonville Transgender Action Committee,Calling for action in response to violence against the transgender community,1,rally,,,,,1,1,https://unfspinnaker.com/68620/news/local-rallies-being-held-in-response-to-recent-murders-of-transgender-community-members/,https://www.facebook.com/events/2095702330690209/,,,,,,
Lexington ,Red Hen Restaurant,VA,US,2018-06-26,,,,,,,general protestors,protesting the action of the restaurant who asked Sarah Sanders to leave,2,protest,,,,,1,1,https://www.washingtonpost.com/local/virginia-politics/outside-the-red-hen-america-vents/2018/06/26/81a991a6-7998-11e8-80be-6d32e182a3bc_story.html?noredirect=on&utm_term=.6a7872d52ee5,,,,,,,
Lexington ,Red Hen Restaurant,VA,US,2018-06-26,,,,,,,general protestors,counter/in support of restaurant,1,protest,,,,,0,1,https://www.washingtonpost.com/local/virginia-politics/outside-the-red-hen-america-vents/2018/06/26/81a991a6-7998-11e8-80be-6d32e182a3bc_story.html?noredirect=on&utm_term=.6a7872d52ee5,,,,,,,
Los Angeles,outside federal courthouse building,CA,US,2018-06-26,hundreds; FB: 271,200,,271,,,CHIRLA; Kids Over Politics; Bend the Arc; CLUE,Protesting Trump immigration policies; Jeff Sessions speech,1,protest,25,,,,1,1,http://www.newsweek.com/clergy-members-arrested-jeff-sessions-protest-996415,http://abc7.com/politics/25-arrested-including-clergy-amid-jeff-sessions-protest-in-dtla/3657364/,https://www.facebook.com/events/632552410430743/,,,,,
Martinez,outside the Contra Costa County jail,CA,US,2018-06-26,FB: 770,770,,770,,,general protestors,against jailing and separating immigrant children from their families; against zero-tolerance policies,1,protest,,,,,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-Supervisor-forum-ICE-13024131.php,https://www.facebook.com/events/187632995265860/,,,,,,
Minneapolis,outside federal courthouse building,MN,US,2018-06-26,hundreds,200,,200,,,general protestors,Protesting SCOTUS ruling on travel ban,1,protest,0,0,0,0,1,1,http://www.mankatofreepress.com/region/the-latest-minneapolis-protesters-oppose-travel-ban-ruling/article_4c7ceb28-c202-5699-a8a2-9e56cd1dfada.html,,,,,,,
New York,Foley Square,NY,US,2018-06-26,some 5000,5000,,5000,,,Women's March; NYCLU,Protesting Supreme Court decision on Muslim Travel Ban,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/453428295110555/,https://www.haaretz.com/us-news/.premium-jews-and-muslims-unite-in-new-york-to-protest-trump-s-travel-ban-1.6218512,,,,,,
Norfolk,City Hall,VA,US,2018-06-26,,,,,,,general protestors,Protesting removal of LGBTQ bar,0,protest,0,0,0,0,1,1,https://wtkr.com/2018/06/26/longtime-norfolk-lgbt-hershee-bars-future-in-jeopardy/,,,,,,,
Paterson,Islamic Center of Passaic County,NJ,US,2018-06-26,dozens,24,,24,,,ACLU,Protesting SCOTUS ruling on travel ban,1,protest,,,,,1,1,https://www.northjersey.com/story/news/2018/06/26/supreme-court-upholds-travel-ban-nj-families-decry-decision/727045002/,,,,,,,
Pittsburgh,Freedom corner to downtown Pittsburgh,PA,US,2018-06-26,na,100,,100,,,general protestors,Calling for justice for Antwon Rose,0,protest; march,0,0,0,0,1,1,http://6abc.com/news/determined-protesters-take-to-streets-after-antwon-roses-funeral-i-want-justice/3656940/,https://www.ksat.com/news/national/antwon-rose-shooting-elected-officials-join-protesters-calls-for-justice,,"Article states the crowd began with ""about 50 but doubled along the way""",,,,
Portland,Portland City Hall,ME,US,2018-06-26,more than 100,100,,100,,,general protestors,Protesting the Supreme Court decision to uphold Trump's Muslim ban,1,protest,0,0,0,0,1,1,https://www.centralmaine.com/2018/06/26/portland-rally-to-support-muslims-planned-in-response-to-supreme-court-ruling/,,,,,,,
Providence,,RI,US,2018-06-26,FB: 1,1,,1,,,general protestors,against male circumcision,0,protest,,,,,1,1,https://www.facebook.com/events/2043435525872019/,,,,,,,
Raleigh,Capitol Building,NC,US,2018-06-26,several dozen,36,,36,,,general protestors,demanding family reunification; calling on NC legislators to push back against Trump,1,protest,0,0,0,0,1,1,https://www.morganton.com/news/state/ap/north-carolina-protesters-decry-trump-immigration-policy/article_c85dd07a-cead-5e23-b7d8-14020af619fd.html,,,,,,,
Richmond,West County Detention Facility,CA,US,2018-06-26,FB: 770,770,,770,,,general protestors,against jailing and separating immigrant children from their families; against mass incarceration of people of color,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/187632995265860,,,,,,,
San Diego,Edward J Schwartz Federal Building,CA,US,2018-06-26,around 200,200,,200,,,general protestors,Protesting SCOTUS ruling on travel ban,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/visuals/photography/sd-protestors-rally-against-supreme-court-s-decision-to-uphold-trump-s-travel-ban-20180626-photogallery.html#,,,,,,,
San Jose,Winchester & Stevens Creek,CA,US,2018-06-26,na,43,,43,,,ACLU,Protesting SCOTUS ruling on travel ban,1,protest,,,,,1,1,https://twitter.com/ACLU_NorCal/status/1011715083511009280,https://go.peoplepower.org/event/action/14521,,,,,,
South Haven,Michigan Flywheelers Museum,MI,US,2018-06-26,FB: 5,5,,5,,,general protestors,Protesting Circus Saurus; animal cruelty,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/145218186349033,,,,,,,
Tacoma,Northwest Detention Center,WA,US,2018-06-26,about 160,160,,160,,,general protestors,against jailing and separating immigrant children from their families; against zero-tolerance immigration policies,1,protest,10,0,0,0,1,1,https://www.kxly.com/news/local-news/northwest/10-protesters-arrested-at-migrant-detention-center-in-tacoma/759566976,,,,,,,
Washington,Georgetown University,DC,US,2018-06-26,,6,,6,,,students,Protesting family separation; Sen McConnell; Secretary Chao,1,protest,,,,,0,1,https://www.huffingtonpost.com/entry/elaine-chao-protesters-leave-my-husband-alone_us_5b32a96ee4b0b745f1789294,https://twitter.com/Roberto62543651/status/1011694022417633281,,count from video,,,,
Washington,Outside Supreme Court building,DC,US,2018-06-26,FB: 489,489,,489,,,general protestors,Protesting Supreme Court decision on Muslim Travel Ban,1,protest,,,,,1,1,https://www.mediamatters.org/blog/2018/06/26/Video-Activists-at-the-Supreme-Court-continue-to-fight-for-NoMuslimBanEver/220548,https://www.facebook.com/events/175375686636175/,,,,,,
Washington,Outside Supreme Court building,DC,US,2018-06-26,,,,,,,general protestors,Protesting Heller Ten Year anniversary rally,1,protest,,,,,0,1,https://www.washingtonpost.com/local/crime/the-cultures-changed-gun-rights-supporters-mark-10-years-since-landmark-ruling-toppled-dc-gun-ban/2018/06/26/02fdf738-7890-11e8-bda2-f99f3863e603_story.html?noredirect=on&utm_term=.b4437664941b,,,,,,,
Washington,Outside White House,DC,US,2018-06-26,,11,,11,,,general protestors,Protesting Zero Tolerance Immigration policy,1,protest,,,,,0,1,https://twitter.com/wilsonhartgrove/status/1011642014423834624,,,count from  pic,,,,
Baltimore,City Hall,MD,US,2018-06-27,,59,,59,,,ACLU,Protesting SCOTUS ruling on travel ban,1,protest,,,,,1,1,https://go.peoplepower.org/event/action/14506?source=map&akid=,,,,,,,
Columbus,First Congregational Church,OH,US,2018-06-27,about 75,75,,75,,,Women faith leaders; general protestors,against jailing and separating immigrant children from their families,1,protest; rally,0,0,0,0,1,1,http://www.dispatch.com/news/20180627/women-faith-leaders-rally-in-support-of-immigrant-children-separated-from-families,,,,,,,
Columbus,Westerville City Hall,OH,US,2018-06-27,more than 60,60,,60,,,Women faith leaders; general protestors,against jailing and separating immigrant children from their families,1,protest; rally,0,0,0,0,0,1,http://www.dispatch.com/news/20180627/women-faith-leaders-rally-in-support-of-immigrant-children-separated-from-families,,,,,,,
Eastport,opposite Eastport PSEG substation,NY,US,2018-06-27,more than 200,200,,200,,,general protestors,demanding PSEG remove poles,0,rally,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/utility-poles-pseg-1.19474168,,,,,,,
Elk River,Sherburne Government Center,MN,US,2018-06-27,approximately two dozen,24,,24,,,Indivisible MN03; Indivisible North Metro,raising awareness of ICE operations in the community,1,protest,0,0,0,0,1,1,https://www.sctimes.com/story/news/local/2018/06/27/groups-protest-jail-housing-ice-detainees/736180002/,,,,,,,
Fargo,Scheels Arena,ND,US,2018-06-27,na,6000,,6000,,,Trump/GOP supporters,pro-Trump Rally,2,rally,,,,,1,1,https://www.mprnews.org/story/2018/06/28/trump-rally-fargo-nd,,,feat. President Trump,,,,
Fargo,Scheels Arena,ND,US,2018-06-27,300 to 400,300,,400,,,general protestors,Protesting Trump Appearance,1,protest,,,,,0,1,https://www.mprnews.org/story/2018/06/28/trump-rally-fargo-nd,https://bismarcktribune.com/news/state-and-regional/anti-trump-protest-march-stretches-three-blocks-long/article_77c8f8ba-a1c8-5c9c-89d5-ee2d39bef867.html,,,,,,
Grand Rapids,First Park Congregational Church,MI,US,2018-06-27,,,,,,,coalition of organizations,demanding family reunification,1,rally,,,,,1,1,https://www.woodtv.com/news/grand-rapids/naacp-plans-gr-immigration-rally-for-wednesday/1265847212,,,,,,,
Hartford,State Capitol,CT,US,2018-06-27,,,,,,,general protestors,Pro-choice; Protesting Supreme Court decision,1,rally,0,0,0,0,1,1,https://fox61.com/2018/06/27/connecticut-pro-choice-advocates-rally-at-state-capitol/,,,,,,,
Jacksonville,outside the Duval County Courthouse,FL,US,2018-06-27,about 150,150,,150,,,Trans Lives Matter; Jacksonville Transgender Action Committee; T.A.P. Transgender Awareness Project,Calling for action in response to violence against the transgender community,1,rally,0,0,0,0,1,1,https://unfspinnaker.com/68620/news/local-rallies-being-held-in-response-to-recent-murders-of-transgender-community-members/,http://www.fightbacknews.org/2018/6/29/jacksonville-rallies-black-transwomen-demands-police-accountability,,,,,,
Kelso,Peter Crawford Bridge,WA,US,2018-06-27,na,10,,10,,,labor union members and supporters,"Rallying against U.S. Supreme Court decision regarding ""fair-share fees""",1,rally,0,0,0,0,1,1,https://tdn.com/news/local/this-is-a-union-town-locals-rally-against-high-court/article_45ab8b41-c6c7-5bf6-9f68-cfac1742acab.html,,,Partial count estimated from video,,,,
Lihue,Ahukini Street and Kuhio Highway,HI,US,2018-06-27,,,,,,,Oceans 4 Peace,Protesting the Rim of the Pacific military exercise,0,protest,,,,,1,1,http://www.thegardenisland.com/2018/06/26/hawaii-news/rimpac-protest/,,,,,,,
Los Angeles,Hall of Justice,CA,US,2018-06-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
