CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Charlotte,Bank of America Stadium,NC,US,2017-11-13,NA,3,,3,,,"Michael Thomas, Kenny Stills, Julius Thomas",National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://dailydolphin.blog.palmbeachpost.com/2017/11/13/nfl-national-anthem-protest-dolphins-continue-kneeling-at-carolina/,http://dailydolphin.blog.palmbeachpost.com/2017/11/13/nfl-national-anthem-protest-dolphins-continue-kneeling-at-carolina/,,,,
Columbus,Ohio State University,OH,US,2017-11-13,hundreds,200,,200,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.thelantern.com/2017/11/ohio-state-students-gather-to-protest-latest-gop-tax-bill/,,,,,
Dallas ,Thanks-giving Square,TX,US,2017-11-13,about three dozen,36,,36,,,general protestors,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/immigration/2017/11/13/activists-dallas-protest-say-trumps-refugee-policies-go-far,,,,,
Damariscotta,,ME,US,2017-11-13,NA,1,,1,,,Shari Sage,Protesting Trump by refusing to stand for the pledge of allegiance,1,protest,0,0,0,0,1,1,https://bangordailynews.com/2017/11/17/politics/maine-town-official-refuses-to-stand-for-pledge-as-protest-against-trump/,,,,,
Ellensburg,Central Washington University,WA,US,2017-11-13,,,,,,,general protestors,Peace March,0,march,0,0,0,0,1,1,https://www.dailyrecordnews.com/news/not-in-our-kittco-s-second-annual-peace-march-is/article_0fba0df0-5418-5dcc-ab50-3ac54c78e4d6.html,,,,,
Harrisburg,State Capitol,PA,US,2017-11-13,,,,,,,general protestors,Rallying for less partisan districting,0,rally,several,0,0,0,1,1,http://wvik.org/post/arrests-pa-capitol-rally-redistricting-gift-reform#stream/0,,,,,
Kissimmee,Star Motel,FL,US,2017-11-13,,,,,,,Disney emplyees,Protesting for fair wages,0,protest,0,0,0,0,1,1,http://www.wftv.com/news/local/disney-workers-rally-again-for-pay-increase-ahead-of-union-negotiations-with-company/646886451,,,,,
Lima,Clock Tower Plaza,OH,US,2017-11-13,,,,,,,Truckers,Protesting new electronic logging system,0,protest,0,0,0,0,1,1,http://www.limaohio.com/news/270442/truck-drivers-protest-electronic-logging-devices,,,,,
Los Angeles,University of California Los Angeles,CA,US,2017-11-13,about 150,150,,150,,,Socialist Students UCLA,Protesting speech by Ben Shapiro,1,protest,0,0,0,0,1,1,http://dailybruin.com/2017/11/13/bruin-republicans-event-sparks-protests-draws-conflicting-viewpoints/,,,,,
New Paltz,SUNY New Paltz,NY,US,2017-11-13,,,,,,,SUNY Climate Action Club,Protesting inaction toward climate change,1,protest,0,0,0,0,1,1,https://hudsonvalleyone.com/2017/11/19/suny-students-lay-in-body-bags-to-illustrate-climate-changes-deadly-effects/,,,,,
New York ,Best Buy on 52E 14th St. ,NY ,US,2017-11-13,FB: 11 went,11,,11,,,Samidoun Palestinian Prisoner Solidarity Network ,Protesting in support of Palestinian prisoners ,0,protest ,0,0,0,0,1,1,http://samidoun.net/2017/11/13-november-nyc-protest-to-free-palestinian-hunger-strikers-and-stop-hp/?,https://www.facebook.com/events/139268030130719/,,,,
Philadelphia,Attorney General's office,PA,US,2017-11-13,NA,2,,2,,,general protestors,Protesting police shooting of area men,1,protest,1,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Black-Lives-Matter-Pennsylvania-Asa-Khalif-Arrest-Philadelphia-Attorney-Generals-Office-Protest-Police-Shooting-457301083.html,http://www.philly.com/philly/news/crime/asa-khalif-black-lives-matter-activist-arrested-protest-20171113.html,,,,
Philadelphia,Center City,PA,US,2017-11-13,several hundreds,200,,200,,,general protestors,Protesting prison sentence for Meek Mill,0,protest,0,0,0,0,0,1,http://www.pennlive.com/philadelphiaeagles/index.ssf/2017/11/5_philadelphia_eagles_rick_ros.html,https://www.huffingtonpost.com/entry/meek-mill-philadelphia-rally_us_5a0ad981e4b00a6eece3fe1c,,,,
San Francisco,Federal Building,CA,US,2017-11-13,FB: 185 went,185,,185,,,BAYAN USA Northern CA,Protesting Trump; US troops in the Phillipines,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1453065381457947/,,,,,
Shawnee,St. Gregory's University,OK,US,2017-11-13,more than 500,500,,500,,,general protestors,Protesting administration spending,0,protest,0,0,0,0,1,1,http://kfor.com/2017/11/13/students-staff-protest-closure-of-st-gregorys-university/,http://okcfox.com/news/local/st-gregorys-university-students-protest-school-permanently-shutting-down,,,,
Springfield,Ireland Courthouse,MA,US,2017-11-13,,,,,,,Lawyers,Protesting for pay increase for state employees and public defenders,0,protest,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/11/public_defenders_rally_outside.html,http://www.masslive.com/news/index.ssf/2017/11/public_defenders_rally_outside.html,,,,
Storrs,University of Connecticut,CT,US,2017-11-13,FB: 17 went,17,,17,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/133326957287138/,,,,,
Vancouver,Bridge over Interstate 5,WA,US,2017-11-13,about 6,6,,6,,,general protestors,Pro-white rally,2,rally,0,0,0,0,1,1,http://www.oregonlive.com/clark-county/index.ssf/2017/11/group_to_hold_its_okay_to_be_w.html,,,,,
Vancouver,Bridge over Interstate 5,WA,US,2017-11-13,more than 50,50,,50,,,general protestors,Antifa rally,1,rally,0,0,0,0,0,1,http://www.oregonlive.com/clark-county/index.ssf/2017/11/group_to_hold_its_okay_to_be_w.html,,,,,
Anchorage,,AK,US,2017-11-14,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.youralaskalink.com/news/alaskans-protest-newest-proposed-u-s-tax-reform-reform-to/article_0f4d13e8-c9cc-11e7-90a0-cb96e2151b1b.html,,,,,
Bloomington,N. East St.,IL,US,2017-11-14,FB: 17 ,17,,17,,,Stand Up For Social Justice,"Protesting GOP tax plans, gun availability",1,protest,0,0,0,0,1,1,https://www.facebook.com/events/288875744958735/,,,,,
Butte,Covellite Theatre,MT,US,2017-11-14,more than 200,200,,200,,,Restore Our Creek Coalition,Rallying for government to clean creek,0,rally,0,0,0,0,1,1,http://www.kbzk.com/story/36852775/butte-rally-focuses-on-creek-restoration-cleanup,,,,,
Chapel Hill,University of North Carolina,NC,US,2017-11-14,about 100,100,,100,,,general protestors,Protesting confederate statue,1,protest,0,0,0,0,1,1,http://abc11.com/education/silent-sam-protesters-were-not-going-to-stop/2647901/,,,,,
Columbia,,SC,US,2017-11-14,,,,,,,PETA,Promote Vegan lifestyle and animalcare before thanksgiving,0,demonstration,0,0,0,0,1,1,http://www.wistv.com/story/36833269/pro-vegan-anti-turkey-and-peta-event-coming-to-five-points-tuesday-featuring-an-almost-nude-demonstration,,,,,
Columbus ,100 East Broad St. ,OH ,US,2017-11-14,,,,,,,Fight for $15 ,Protest for higher wages ,0,protest ,0,0,0,0,1,1,https://www.facebook.com/events/2005640449673965/?active_tab=discussion,,,,,
Denver,Mercury Cafe,CO,US,2017-11-14,about 25,25,,25,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/stillin-climate-day-of-action,https://www.postindependent.com/news/local/supporters-rally-to-give-colorado-river-rights/,,,,
Denver,,CO,US,2017-11-14,Photo: dozens,24,,24,,,general protestors,Protesting Trump's rollback on birth control coverage,1,protest,0,0,0,0,0,1,http://denver.cbslocal.com/2017/11/15/handmaids-protest-trump-birth-control/,,,,,
Dubuque,Outside Rep. Blum's office,IA,US,2017-11-14,about 25,25,,25,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.telegraphherald.com/news/tri-state/article_bbf2fc5c-84f4-51d4-afe4-d72b821606ff.html?utm_source=thonline&utm_medium=click_source&utm_campaign=left_column_news,,,,,
Ellensburg,Central Washington University,WA,US,2017-11-14,about 140,140,,140,,,general protestors,March for peace,0,march,0,0,0,0,1,1,https://www.dailyrecordnews.com/news/peace-march-highlights-community-voices/article_8ab706d8-0577-5483-b7e7-202cfb5d150b.html,,,,,
Eugene ,Federal Courthouse,OR,US,2017-11-14,FB: 3 went,3,,3,,,Indivisble Eugene ,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/299255463892841/,,,,,
Fort Collins,PowerHouse Energy Campus,CO,US,2017-11-14,,,,,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/were-stilllin-at-the-csu-powerhouse-energy-caampus,,,,,
Hillsborough County,,FL,US,2017-11-14,hundreds,200,,200,,,general protestors,Rallying for pay increases for teachers,0,rally,0,0,0,0,1,1,http://wfla.com/2017/11/14/teachers-students-protest-teacher-pay-at-hillsborough-school-board-meeting/,,,,,
Huntington Beac,Huntington Beach Pier,CA,US,2017-11-14,,,,,,,Californians For Action,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/orange-county-imstillin-climate-day-of-action,,,,,
Iron Mountain,VA Medical Center,MI,US,2017-11-14,a small group,,,,,,American Federation of Government Employees,Protesting understaffing,0,protest,0,0,0,0,1,1,http://www.ironmountaindailynews.com/news/local-news/2017/11/va-employees-protest-to-fill-49k-staff-vacancies/,,,,,
Las Vegas,Clark County Library ,NV ,US,2017-11-14,FB: 27 ,27,,27,,,OFA Nevada ; NextGen Nevada,#StillIN Environmental protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/456489394748363/,https://www.meetup.com/en-AU/Resist-Las-Vegas/events/244979461/,,,,
Laton,Zonnevold Dairy,CA,US,2017-11-14,more than 40,40,,40,,,Direct Action Everywhere,Protesting animal rights abuses,0,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article184590493.html,,,,,
Louisville,Manual High School,KY,US,2017-11-14,more than one hundred,100,,100,,,general protestors,Protesting suspension of principal,0,protest,0,0,0,0,1,1,http://www.whas11.com/news/local/manual-students-target-principal-with-sit-in-protest/491791789,,,,,
Manhattan,Kansas State University,KS,US,2017-11-14,thousands,2000,,2000,,,general protestors,Protesting racial tensions on campus,0,protest,0,0,0,0,1,1,http://www.kansascity.com/news/local/article184568293.html,http://www.kansascity.com/news/local/article183691456.html,http://cjonline.com/news/local/education/2017-11-09/kansas-state-suspend-classes-tuesday-anti-racism-walk-rally,,,
New York,,NY,US,2017-11-14,roughly 40,40,,40,,,"Union of Clerical, Administrative, and Technical Staff","Protesting low wages, poor working conditions",0,protest,0,0,0,0,1,1,https://nyulocal.com/ucats-and-supporters-hold-demonstration-outside-tuesdays-bargaining-session-3bff088d8563,,,,,
Otero,Holloman Air Force Base,NM,US,2017-11-14,more than 200,200,,200,,,general protestors,Protesting extended training flyovers,0,protest,0,0,0,0,1,1,http://www.scdailypress.com/site/2017/11/17/opponents-rally-against-air-force-plan/,,,,,
Oxford,University of Mississippi,MS,US,2017-11-14,,,,,,,Queer People of Color,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://thedmonline.com/transgender-awareness-die-cut-short-tuesday-afternoon/,,,,,
Palo Alto,Stanford University,CA,US,2017-11-14,hundreds; more than 340,200,,340,,,general protestors,Protesting speech by Robert Spencer; protesting Islamaphobia,1,protest,0,0,0,0,1,1,https://paloaltoonline.com/news/2017/11/15/protesters-stage-walkout-on-controversial-lecturer,https://stanfordreview.org/rally-against-islamophobia-exposes-the-double-standards-of-the-campus-left/,,,,
Philadelphia,Outside City Hall ,PA ,US ,2017-11-14,,,,,,,OFA ,#StillIN Environmental protest ,1,protest ,0,0,0,0,1,1,https://www.metro.us/news/local-news/philadelphia/philly-paris-accord-still-in-rally,https://actionnetwork.org/groups/organizing-for-action,https://www.wearestillin.com/DayOfAction2017,,,
Phoenix,W Coolidge St.,AZ,US,2017-11-14,FB: 3 went,3,,3,,,OFA AZ,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1504827522944651/,,,,,
Pleasanton,Abbie St.,CA,US,2017-11-14,,,,,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/tri-valley-stillin-day-of-action,,,,,
Reno,Downtown City Plaza,NV,US,2017-11-14,FB: 34 went,34,,34,,,Nevada Conversation League; OFA Nevada,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/477759682605038/,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2017-11-14,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together, for clean DREAM Act",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2017/11/07/november-2017-vigil/,,second Tuesday of every month,,
San Antonio,Outside Rep. Hurd's office,TX,US,2017-11-14,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.expressnews.com/news/news_columnists/gilbert_garcia/article/Dems-bring-the-bullhorn-at-District-23-rally-12357644.php,,,,,
San Francisco,Post St.,CA,US,2017-11-14,,,,,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/resist-trump-climate-chaos-tuesday,,,,,
San Rafael,Community Center,CA,US,2017-11-14,,,,,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/firestorm-climate-day-of-action-2,,,,,
Temecula,Duck Pond,CA,US,2017-11-14,,,,,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/climate-change-awareness,,,,,
Temple,VA Medical Center,TX,US,2017-11-14,,,,,,,American Federation of Government Employees,Protesting VA understaffing,0,protest,0,0,0,0,1,1,http://www.kwtx.com/content/news/Temple--VA-workers-rally-to-call-attention-to-unfilled-positions-457564703.html,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-11-14,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-11-14,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Washington,U.S. Capitol,DC,US,2017-11-14,Photo: dozens,24,,24,,,general protestors,Protesting nomination of Jeff Mateer for federal judge,1,protest,0,0,0,0,1,1,https://www.washingtonblade.com/2017/11/14/capitol-hill-rally-calls-for-rejection-of-anti-lgbt-jeff-mateer-nomination/,,,,,
Washington,US Senate ,DC,US,2017-11-14,FB: 45 ,45,,45,,,Center for American Progress Action ,#StillIN Enviromental protest ,1,protest ,0,0,0,0,0,1,https://www.facebook.com/events/111627616220547/,,,,,
Washington ,U.S. Capitol,DC,US,2017-11-14,FB: 98,98,,98,,,"Human Rights Campaign Greater Washinton, DC Steering Committee ",Rally to stop Jeff Mateer,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/181210979123340/,https://www.resistandprotest.com/event/rally-stop-jeff-mateer,,,,
Westfield,Westfield State University,MA,US,2017-11-14,hundreds,200,,200,,,general protestors,Protesting racism on campus,0,protest,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2017/11/hundreds_walk_out_at_westfield.html,,,,,
Atlanta,Georgia Tech University,GA,US,2017-11-15,more than a dozen,12,,12,,,general protestors,Protesting perceived racist university laws,0,protest,0,0,0,0,1,1,http://www.ajc.com/news/local-education/georgia-college-students-activists-protest-tuition-policy/6F7lI6znl9zRH2RNS4k6TP/,,,,,
Austin ,South Austin Middle School,TX,US,2017-11-15,at least 60,60,,60,,,Students ,Protesting teacher's racist comment,1,protest ,0,0,0,0,1,1,http://www.mystatesman.com/news/local-education/austin-students-protest-accuse-teacher-saying-back-mexico/eHzp0DxlvABuXoyrVJbuqI/,http://www.kvue.com/news/local/fulmore-middle-school-teacher-on-administrative-leave-after-students-stage-protest/492150708,,,,
Bath ,BATH VA,NY,US,2017-11-15,,,,,,,Union members ,Protesting care of veterans ,0,protest ,0,0,0,0,1,1,http://www.mytwintiers.com/news/local-news/va-vacancies-at-49000-union-members-rally/858138706,,,,,
Columbia,University of Missouri,MO,US,2017-11-15,,,,,,,general protestors,Protesting school's investment in fossil fuels,0,protest,0,0,0,0,1,1,http://www.columbiatribune.com/news/20171115/missouri-students-protest-universitys-holdings-in-fossil-fuel-companies,,,,,
Lakeland,South Florida Ave.,FL,US,2017-11-15,Photo: dozen,12,,12,,,general protestors,Rallying for women's health and reproductive rights,0,rally,0,0,0,0,1,1,http://www.theledger.com/photogallery/LK/20171115/POLL/111509993/PH/1?start=2,,,,,
Los Angeles,Hall of Justice,CA,US,2017-11-15,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://medium.com/in-justice-today/civil-rights-group-vows-weekly-protests-of-los-angeles-district-attorney-adc23897058,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Massillion,Perry High School,OH,US,2017-11-15,at least a dozen,12,,12,,,general protestors,Rallying in the wake of recent community suicides,0,rally,0,0,0,0,1,1,http://fox8.com/2017/11/15/perry-high-school-students-plan-demonstration-following-spike-in-suicides/,,,,,
New York,Intersection of 3rd Ave. and St. Marks Pl.,NY,US,2017-11-15,dozens,24,,24,,,general protestors,Protesting new construction project,0,protest,0,0,0,0,1,1,https://ny.curbed.com/2017/11/16/16665102/greenwich-east-village-silicon-alley-protest,,,,,
Newark ,University of Delaware ,DE,US,2017-11-15,7,7,,7,,,general protestors,Protesting LGBTQ rights ,0,protest ,0,0,0,0,1,1,http://www.delawareonline.com/story/news/2017/11/15/ud-students-rally-against-anti-gay-protesters/868756001/,,,,,
Newark ,University of Delaware ,DE,US,2017-11-15,,,,,,,general protestors,Counter-protest; rallying for LGBT rights,0,protest,0,0,0,0,0,1,http://www.delawareonline.com/story/news/2017/11/15/ud-students-rally-against-anti-gay-protesters/868756001/,,,,,
