CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,,,,,,,,,,,,,,,
Salisbury,Piedmont Correctional Institution,,NC,US,2020-06-27,about 40,40,,40,,,inmates,against quarantine of prison inmates under COVID-19 protocols,0,direct action,0,0,0,1,1,1,,https://www.wbtv.com/2020/06/27/sources-riot-breaks-out-salisbury-prison/,,,,,,,,,,,,,,,,,,,,,
San Angelo,downtown ,,TX,US,2020-06-27,count pic ,15,,20,,,general protesters,"against small business closures due to coronavirus pandemic, we need to work, what do we do now",0,protest,0,0,0,0,1,1,,https://www.gosanangelo.com/story/news/2020/06/28/san-angelo-demonstrators-protest-closing-businesses-texas/3274292001/,,,,,,,,,,,,,,,,,,,,,
San Diego,,San Diego ,CA,US,2020-06-27,several dozen,36,,36,,,general protesters,for release of immigrants from ICE facilities,1,protest,0,0,0,0,1,1,,https://fox5sandiego.com/news/local-news/caravan-protesters-call-on-ice-to-release-detained-children-reunite-families/,,,,,,,,,,,,,,,,,,,,,
Shreveport ,Caddo Parish Courthouse,Caddo,LA,US,2020-06-27,,,,,,,Gulf Coast Patriot Militia,"against removal of Confederate monument, against Black Lives Matter protesters",2,counter-protest,1,0,0,0,1,1,20200627-shreveport-blm,https://www.arklatexhomepage.com/news/local-news/small-protest-to-relocate-confederate-statue-morphs-into-crowd-of-300/,,,openly carried firearms; minor clashes with protesters,,,,,,,,,,,,,,,,,,
Sioux Falls ,Lewis Drug Store,Minnehaha,SD,US,2020-06-27,about 100,100,,100,,,general protesters,"in support of police, for patriotism, for President Trump, Thin Blue Line",2,rally,0,0,0,0,1,1,20200627-siouxfalls-backtheblue,https://www.argusleader.com/story/news/2020/06/27/rally-support-sioux-falls-police-department/3265585001/,https://www.argusleader.com/story/news/2020/06/24/rally-support-sioux-falls-police-department/3246964001/,,,,,,,,,,,,,,,,,,,,
Sisters,Cascade Ave,Deschutes,OR,US,2020-06-27,nearly 15,15,,15,,,general protesters,"in support of police and first responders, Thin Blue Line",2,rally,0,0,0,0,1,1,,https://www.facebook.com/NuggetNews/,https://nuggetnews.com/Content/Current-News/Current-News/Article/Locals-rally-in-support-of-first-responders/5/5/29768,,,,,,,,,,,,,,,,,,,,
Spotsylvania,Robert E. Lee Elementary School; County General District Court,Spotsylvania,VA,US,2020-06-27,more than 100,100,,100,,,general protesters,Back the Blue; in support of law enforcement,2,march,0,0,0,0,1,1,,https://fredericksburg.com/news/local/watch-now-crowd-rallies-in-spotsylvania-to-back-the-blue/article_8f0eb8d1-78bb-5341-a4dc-a211cc2c4c09.html,,,,,,,,,,,,,,,,,,,,,
Springfield,Springfield Public Library,,OR,US,2020-06-27,,,,,,,general protesters,"against Black Lives Matter protesters, for patriotism",2,counter-protest,0,0,0,0,1,1,20200627-springfield-blm,https://www.dailyemerald.com/news/black-unity-led-springfield-protest-results-in-standoff-with-police/article_40cc272e-b9b1-11ea-85b8-cfbd62f771eb.html,,,verbally confronted protesters; revved engines,,,,,,,,,,,,,,,,,,
Tampa,S Albany Ave,,FL,US,2020-06-27,,1,,1,,,driver,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200627-tampa-blm,https://www.wmnf.org/car-vs-protester-driver-released-and-protester-arrested/,https://www.tampabay.com/news/hillsborough/2020/09/23/prosecutors-drop-charges-against-protester-who-clung-to-car-hood-attorney-says/,,vehicle ramming; driver was detained then released by police,,,,,,,,,,,,,,,,,,
Tavares,Wooton Park; Tavares Police Department,,FL,US,2020-06-27,,,,,,,general protesters,"in support of law enforcement, Back the Blue",2,march,,,,,1,1,,https://www.dailycommercial.com/story/news/local/2020/06/26/back-blue-march-scheduled-for-saturday-in-tavares/112589322/,,,,,,,,,,,,,,,,,,,,,
Turlock ,West Monte Vista Ave and Geer Rd,Stanislaus,CA,US,2020-06-27,more than 100,100,,100,,,Back the Badge California,"in support of police, Police Lives Matter, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,20200627-turlock-backthebadge,https://fox40.com/news/local-news/more-than-100-people-join-rally-in-turlock-in-support-of-law-enforcement-officers/,https://www.modbee.com/news/local/turlock/article243716692.html,,verbally confronted counter-protesters,,,,,,,,,,,,,,,,,,
Twisp,WA-20,,WA,US,2020-06-27,about 25,25,,25,,,general protesters,"in support of police, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,20200627-twisp-backtheblue,https://methowvalleynews.com/2020/07/01/twisp-rallies-encourage-respect-for-police-officers-range-of-viewpoints/,,,,,,,,,,,,,,,,,,,,,
Wasilla,Newcomb Park,,AK,US,2020-06-27,dozens,24,,24,,,Back the Blue,"in support of police, for patriotism, Thin Blue Line, Blue Lives Matter, WWG1WGA",2,rally,0,0,0,0,1,1,,https://www.alaskasnewssource.com/content/news/Back-the-Blue-rally-shows-support-for-local-law-enforcement-571525521.html,,,,,,,,,,,,,,,,,,,,,
West Islip,Great South Bay by the Captree Bridge,Suffolk,NY,US,2020-06-27,"800-1,000",800,,1000,,,general protesters,"for President Trump, for patriotism",2,boat parade,0,0,0,0,1,1,,https://longisland.news12.com/hundreds-of-boaters-hold-protrump-rally-on-the-great-south-bay-42300470,,,,,,,,,,,,,,,,,,,,,
Woodstock,Woodstock Harley-Davidson to Woodstock Police Department,McHenry,IL,US,2020-06-27,hundreds,200,,200,,,general protesters,"in support of police, against anarchy",2,rally,0,0,0,0,1,1,20200627-woodstock-backtheblue,https://www.nwherald.com/2020/06/27/hundreds-ride-around-mchenry-county-for-back-the-blue-rally/aa4oxla/,https://www.nwherald.com/2020/06/23/mchenry-county-back-the-blue-ride-planned-for-saturday/ac3nohc/,,,,,,,,,,,,,,,,,,,,
Anaheim,Disneyland and Disney California Adventure theme parks,,CA,US,2020-06-28,about 100 cars,100,,100,,,The Coalition of Resort Labor Unions and Unite Here Local 11; Disneyland workers,against proposed July 17 reopening of Disney's parks in Anaheim due to COVID-19 risk for employees,0,caravan,0,0,0,0,1,1,,https://losangeles.cbslocal.com/2020/06/27/disneyland-workers-protest-demand-changes-for-reopening-plan/,https://www.sbsun.com/2020/06/24/disneyland-cast-members-plan-protest-against-reopening-theme-park-on-july-17/,https://www.dailynews.com/2020/06/24/disneyland-cast-members-plan-protest-against-reopening-theme-park-on-july-17/,https://www.themeparktribune.com/disneyland-union-plans-saturday-protest-against-covid-19-reopening-plan/,,,,,,,,,,,,,,,,,,
Austin,Texas State Capitol,Travis,TX,US,2020-06-28,approximately 150,150,,150,,,Info Wars,"against state and local coronavirus mask mandate, for freedom, for patriotism, against globalism",2,protest,0,0,0,0,1,1,,https://www.statesman.com/news/20200628/alex-jones-leads-anti-mask-protest-at-capitol,,,,,,,,,,,,,,,,,,,,,
Berkeley,1921 Walnut St,,CA,US,2020-06-28,about 25,25,,25,,,Berkeley students; general protesters,"against university's plan to buy rent-controlled apartments, for affordable housing, against displacing residents during coronavirus pandemic",0,protest,0,0,0,0,1,1,,https://www.dailycal.org/2020/07/01/canary-in-the-coal-mine-berkeley-residents-protest-for-affordable-housing/,,,,,,,,,,,,,,,,,,,,,
Deland,City Hall; New York Ave,,FL,US,2020-06-28,,,,,,,general protesters,"against ICE, against family separations in ICE detention centers",1,protest,0,0,0,0,1,1,,https://www.news-journalonline.com/story/news/local/west-volusia/2020/06/28/deland-protest-targets-immigration-treatment-of-detained-children/112812854/,,,,,,,,,,,,,,,,,,,,,
East Meadow,old Home Depot site,Nassau,NY,US,2020-06-28,hundreds,200,,200,,,Long Island First Responder Support Group; Iron Sights Motorcycle Club,"in support of police and first responders, for patriotism, for freedom, Thin Blue Line, for President Trump",2,rally,0,0,0,0,1,1,,"https://www.liherald.com/eastmeadow/stories/hundreds-rally-for-first-responders-in-east-meadow,126298",,,,,,,,,,,,,,,,,,,,,
Eugene,Owen Rose Garden,,OR,US,2020-06-28,more than 100,100,,100,,,local indigenous peoples,"for native peoples' rights, against colonization",1,protest,0,0,0,0,1,1,,http://www.eugeneweekly.com/2020/07/02/stolen-labor-and-stolen-land/,,,,,,,,,,,,,,,,,,,,,
Fredericksburg,Hurkamp Park; College Ave; Fredericksburg Police headquarters,,VA,US,2020-06-28,hundreds,200,,200,,,general protesters,"in support of police, for patriotism, Thin Blue Line",2,rally; march,0,0,0,0,1,1,20200628-fredericksburg-thinblueline,https://roanoke.com/news/virginia/watch-now-hundreds-attend-fredericksburg-rally-to-support-the-police/article_2a505538-7f39-5332-adcf-15eccd037c19.html,https://fredericksburg.com/news/local/watch-now-hundreds-attend-fredericksburg-rally-to-support-the-police/article_1382951f-7c65-55cb-8e3f-a93cefc4893b.html,https://fredericksburg.com/news/local/fredericksburg-protesters-confront-police-over-use-of-tear-gas-in-early-demonstrations/article_bca148ea-03a9-598f-ab74-43f2689d4455.html,revved motorcycles to drown out counter-protesters,,,,,,,,,,,,,,,,,,
Gustine,CA-140 and CA-33,,CA,US,2020-06-28,,,,,,,California Valley Patriots,in support of law enforcement and first responders,2,rally,0,0,0,0,1,1,20200628-gustine-backtheblue,http://www.westsideconnect.com/community/groups-clash-in-gustine-altercation/article_ec25243e-bc97-11ea-8384-2b2fba8f80fb.html,https://twitter.com/redandblackheel/status/1414830102827896834,,fights with counter-protesters,,,,,,,,,,,,,,,,,,
Howell,Howell City Hall,,MI,US,2020-06-28,,,,,,,general protesters,"in support of fired restaurant workers sued by former employer for defamation, against unfair labor practices",0,protest,,,,,1,1,,https://www.livingstondaily.com/story/news/local/community/howell/2020/06/25/protest-planned-howell-after-ex-restaurant-employees-sued/3256887001/,,,,,,,,,,,,,,,,,,,,,
Kansas City,Shawnee Justice Center,,MO,US,2020-06-28,about 30,30,,30,,,general protesters,"in support of police, Back the Blue",2,rally,0,0,0,0,1,1,,https://www.kshb.com/news/local-news/law-enforcement-supporters-rally-outside-shawnee-justice-center,,,,,,,,,,,,,,,,,,,,,
Kilgore,Machine Shed Bar & Grill,,TX,US,2020-06-28,,,,,,,bar owners,"for reopening bars during coronavirus pandemic, Bar Lives Matter, against libtards",2,rally,0,0,0,0,1,1,,https://www.bellinghamherald.com/news/coronavirus/article243913252.html,,,,,,,,,,,,,,,,,,,,,
Miami Lakes,downtown,,FL,US,2020-06-28,,,,,,,Cubans for Trump,"for President Trump, for patriotism, Blue Lives Matter, Police Lives Matter",2,caravan,0,0,0,0,1,1,20200628-miamilakes-trump,https://www.miamiherald.com/news/local/article243859927.html,https://miami.cbslocal.com/2020/06/28/black-lives-matter-protesters-cubans-trump-supporters-miami-lakes/,,verbal clashes with counter-protesters,,,,,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-06-28,dozens,24,,24,,,general protesters,"in support of police, for patriotism, for freedom, Thin Blue Line",2,demonstration,0,0,0,0,1,1,20200628-nashville-backthebadge,https://www.wkrn.com/news/nashville-protests/thp-36-adults-2-juveniles-in-custody-following-back-the-badge-protest-on-capitol-hill/,https://www.wsmv.com/news/nearly-40-protesters-taken-into-custody-following-protest-at-state-capitol/article_d50bb2a6-b993-11ea-90f5-cf50e9808130.html,https://www.newschannel5.com/news/back-the-badge-demonstrators-rally-at-state-capitol,,,,,,,,,,,,,,,,,,,
New York,Manhattan; American Museum of Natural History,New York,NY,US,2020-06-28,count pic,25,,35,,,Manhattan Young Republican Club,"against removing statue of President Theodore Roosevelt from museum, for President Trump, for patriotism, against totalitarianism",2,protest,0,0,0,0,1,1,20200628-nyc-rooseveltstatue,https://www.amny.com/news/demonstrators-rally-to-support-teddy-roosevelt-statue-despite-opposition/,,,verbal clashes and confrontations with counter-protesters,,,,,,,,,,,,,,,,,,
New York,Manhattan; near Washington Square Park,New York,NY,US,2020-06-28,,,,,,,Reclaim Pride,"commemorating anniversary of Stonewall Uprising, for LGBTQ+ rights",1,rally; parade,3,,1,1,1,1,,https://abcnews.go.com/US/nypd-clashes-protesters-pride-rally-anniversary-stonewall-riots/story?id=71510651,https://www.timesunion.com/news/article/In-NYC-marking-50th-anniversary-of-march-15372793.php,,,,,,,,,,,,,,,,,,,,
Plattsburgh,Trinity Park,,NY,US,2020-06-28,nearly 50,50,,50,,,general protesters,in support of transgender individuals' rights,1,rally,0,0,0,0,1,1,,https://www.pressrepublican.com/news/coronavirus/trans-rights-protest-set-for-sunday/article_8c0838ad-ea85-583d-99cf-4a4c665b6318.html,https://www.wcax.com/content/news/Rally-in-our-region-commemorates-Stonewall-Riot-anniversary-571531381.html,,,,,,,,,,,,,,,,,,,,
Prineville,Ochoco Creek Park,,OR,US,2020-06-28,about 50,50,,50,,,general protesters,"for LGBTQ+ pride, for diversity",1,march,0,0,0,0,1,1,,https://pamplinmedia.com/ceo/162-news/471968-381809-local-prideville-march-held-to-support-diversity,,,,,,,,,,,,,,,,,,,,,
Punta Gorda,"Laishley Park, 100 Nesbit St",,FL,US,2020-06-28,,,,,,,general protesters,in support of police,2,rally; walk,,,,,1,1,,https://www.yoursun.com/northport/news/wont-cop-out-group-plans-pro-police-rally-love-overcomes/article_16518d4c-b71b-11ea-ba27-efc91f17baad.html,,,,,,,,,,,,,,,,,,,,,
Richmond,"Jefferson Davis Monument, VA-161 and Monument Ave",,VA,US,2020-06-28,count pic,3,,3,,,CSA2,"against Black Lives Matter, for Confederate pride",2,demonstration,0,0,0,0,1,1,,https://twitter.com/GoadGatsby/status/1277349205951070208,,,one protester attempted to paint over BLM graffiti on statue while others stood nearby openly carrying firearms; police issued citations for brandishing,,,,,,,,,,,,,,,,,,
San Quentin,San Quentin State Prison,,CA,US,2020-06-28,FB: 150,150,,150,,,Ella Baker Center for Human Rights; Restore Justice,for release of prison inmates due to Covid 19,0,protest,,,,,1,1,,https://www.facebook.com/events/964386884002630,,,,,,,,,,,,,,,,,,,,,
Springfield,Park Central Square,,MO,US,2020-06-28,,,,,,,general protesters,"in support of police, for patriotism, Back the Blue, Thin Blue Line",2,rally,0,0,0,0,1,1,20200628-springfield-backtheblue,https://www.ky3.com/content/news/Back-The-Blue-rally-preparations-underway-counter-protesters-arrive-in-downtown-Springfield-571528421.html,https://www.ozarksfirst.com/top-stories/back-the-blue-rally-met-with-police-accountability-rally-in-springfield/,,verbal clashes with counter-protesters,,,,,,,,,,,,,,,,,,
Washington,outside home of Jeff Bezos,,DC,US,2020-06-28,pair,2,,2,,,general protesters,"support poor communities; anti-inequality; abolish police, prisons and Amazon",1,protest,0,0,0,0,1,1,,https://www.washingtonexaminer.com/news/activists-set-up-guillotine-outside-dc-home-of-jeff-bezos-during-protest-of-amazon,,,,,,,,,,,,,,,,,,,,,
Watsontown,Main St and Brimmer Ave,Northumberland,PA,US,2020-06-28,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200628-watsontown-blm,https://www.dailyitem.com/news/counter-protester-charged-with-harassment-at-watsontown-rally/article_7449824e-c097-11ea-972b-ebb0d17321ed.html,,,verbally and physically confronted protesters,,,,,,,,,,,,,,,,,,
Waynesville,First Baptist Church; Main St; Historic Courthouse,Haywood,NC,US,2020-06-28,100 or so,100,,100,,,local churches,"for unity between predominantly white and Black churches, against racism, in support of law enforcement, for Christian values",0,rally,0,0,0,0,1,1,,https://www.themountaineer.com/news/sunday-prayer-rally-held-to-support-law-enforcement/article_e5fc79aa-b994-11ea-a695-2b0c89659487.html,,,,,,,,,,,,,,,,,,,,,
Cincinnati,Luther Church of the Resurrection on Nagel Road,,OH,US,2020-06-29,about 130,130,,130,,,churchgoers,in support of LGBTQ+ community,1,rally,0,0,0,0,1,1,,https://www.cincinnati.com/story/news/2020/06/30/congregation-comes-together-after-pride-display-church-vandalized/5349966002/,,,,,,,,,,,,,,,,,,,,,
Fairmont,downtown,,WV,US,2020-06-29,several dozen,36,,36,,,Fairmont State University faculty and community members,"in support of the arts, against cuts to Fairmont State University's arts and music programs",0,rally,0,0,0,0,1,1,,https://www.wvnews.com/news/wvnews/fairmont-state-faculty-community-members-hold-rally-for-the-arts/article_55480e24-b298-522b-9afc-e6b558a41b74.html,https://www.newsbreak.com/news/1592232384247/fairmont-state-faculty-community-members-hold-rally-for-the-arts,,,,,,,,,,,,,,,,,,,,
Fort Wayne,Allen County Courthouse,Allen,IN,US,2020-06-29,,,,,,,Faith in Allen County,for the release of immigrants from ICE facilities,1,protest,,,,,1,1,,https://www.journalgazette.net/article/20200627/WEB/200629839,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,Cedar Plaza,,MI,US,2020-06-29,more than 100,100,,100,,,general protesters,"in support of local law enforcement; against defunding police, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,,https://www.woodtv.com/news/grand-rapids/police-supporters-rally-in-downtown-grand-rapids/,,,,,,,,,,,,,,,,,,,,,
Johnson City,"Volunteer Pawn, West Walnut St",,TN,US,2020-06-29,,,,,,,general protesters,"against Black Lives Matter protesters, for President Trump, All Lives Matter, Back the Blue",2,counter-protest,1,unspecified,1,0,1,1,20200629-johnsoncity-blm,https://www.johnsoncitypress.com/tensions-flare-protest-erupts-outside-local-pawn-shop/article_ac6f7e6d-6862-564b-9482-413adacbd294.html,,,,,,,,,,,,,,,,,,,,,
Norco,Norco City Hall,,CA,US,2020-06-29,about 100,100,,100,,,general protesters,"against Black Lives Matter protesters, for President Trump",2,counter-protest,0,0,0,0,1,1,20200629-norco-blm,https://www.newsbreak.com/california/norco/news/1592395846981/black-lives-matter-rally-in-norco-met-by-counter-protest,https://www.pe.com/2020/07/01/black-lives-matter-protest-set-for-norco-amid-probe-into-clashes-at-similar-event-earlier-this-week/,https://www.dailybulletin.com/2020/06/29/black-lives-matter-rally-in-norco-met-by-counter-protest/,verbally and physically confronted protesters,,,,,,,,,,,,,,,,,,
